Procedure ID,Description,Amount
794425,PUNCH 3MM SS SMLS RZR SH,21.48
794438,STEM HUMERAL 12X200     ,6750.00
794450,SET BRSTBIO 9GA ATEC INT,443.24
794454,CATHETER GD 80CM 5FR .05,542.00
794455,CATH BLNDIL 7X60MM      ,6468.00
794456,CATH BLNDIL 6X60MM      ,6468.00
794457,CATH BLNDIL 6.5X60MM    ,6468.00
794458,CATH BLNDIL 5X60MM      ,6468.00
794459,CATH BLNDIL 5.5X60MM    ,6468.00
794460,CATH BLNDIL 4X60MM      ,6468.00
794461,CATH BLNDIL 4.5X60MM    ,6468.00
794462,CATH BLNDIL 3.5X60MM    ,6468.00
794464,STEM HUM 8 X130         ,6750.00
794491,SCREW BN 4.2MM 16MM XTND,250.00
794492,SCREW BN 4.2MM 16MM XTND,250.00
794506,SCR BN 6.5MM 40MM CREO A,1132.50
794507,SCR BN 5.5MM 40MM CREO A,1132.50
794508,SCREW BN 3.6MM 18MM SPNE,250.00
794509,ROD CRVD 3.5 CAPTL 80MM ,450.00
794510,ROD STRAIT 5.5 TIT ALLOY,450.00
794511,ROD SPNL 120MM 3.5MM CAP,450.00
794517,DEVICE THRMB 180CM 6MM S,15053.00
794540,CATHETER GD 90CM 7FR LNC,141.68
794541,CATHETER GD 90CM 7FR LNC,141.68
794543,CATHETER GD 90CM 7FR .08,141.68
794545,CATHETER GD 90CM 7FR LNC,141.68
794648,CATH EP 2-5-2MM SPC LG C,678.00
794669,SNARE 9MM 230CM 2.4MM EX,62.00
794707,BLN RADIAUL EUS EG327UK ,90.87
794739,COMPOSITION 10ML ELEVIEW,249.48
794762,APPLICATOR ENDO 15CM XTN,440.00
794824,OBS PER HOUR            ,169.30
794825,ICU-TRAUMA              ,10309.98
794826,INTERMED/MONITORED CARE ,4104.40
794856,RSC MNL ADLT MED BG RSRV,24.11
794860,TUBE SET MICTRGT 15MM IN,589.51
794871,SOURCE LGHT 18MM RDN MTR,739.00
794879,MESH HRN PLGLY 18X22IN  ,23760.00
794884,GFT STNT 124M 28-16M 18F,24937.50
794890,CATH URTH PUREWICK NTRL ,27.66
794911,NAIL 14MM 440MM FEM LT P,5857.50
794923,MONITOR BP LG FNGR CUF H,579.00
794924,MONITOR BP MED FNGR CUF ,579.00
794925,SENSOR CLEARSIGHT SM FNG,579.00
794926,PROGRAMMER NRSTM VRF 4  ,986.00
794927,ENVEOTM PRO LDG 23MM    ,961.00
794928,ENVEOTM PRO LDG 23/26/29,961.00
794929,ENVEOTM PRO LDG 26/29   ,961.00
794930,ENVEOTM PRO DLVRY16FR   ,4963.00
794931,ENVEOTM PRO DLVRY14FR   ,4963.00
794933,SET XTN 58CM Y CONN FLW ,20.85
794944,PROBE GAMMA TRUNODE     ,736.74
794945,NEEDLE RIGID 16GA INJECT,200.20
794953,CATHETER ABL 115CM 7FR 4,1345.34
794954,CATH DUO DECAPOLAR 20ELE,2787.12
795611,SCR BN 2.3X11MM MAXD LCK,122.75
795616,PROBE SURG XPDM STR SM S,1345.34
795631,LEAD PCNG 46CM 7FR 10MM ,1000.00
795643,COIL EMBL 4CM 3MM TRGT D,5321.25
795644,COIL EMBL 20CM 5MM TRGT ,5321.25
795645,CATHETER GD 51CM 9FR 7FR,1010.00
795646,CATH GD 47CM 9FR CPS DRC,1010.00
795647,CATHETER GD 51CM 9FR 7FR,1010.00
795648,CATHETER ABL 110CM 7FR 8,2123.86
795664,COIL EMBL 10CM 6MM TRGT ,5321.25
795665,COIL EMBL 15CM 5MM TRGT ,5321.25
795748,PRIMATRIX 1SQCM         ,65.00
795784,STENT VASC EVFL150X7.035,2625.00
795785,STENT VASC EVFLX100X7X8 ,2187.50
795786,STENT BIL PRTG 6X40X80  ,1887.50
795787,STENT VASC EVFLX6X100X80,2187.50
795788,STENT BIL VSPRO 8X17X135,1712.50
795789,STENT BIL VSPRO 7X17X135,1712.50
795790,STENT BIL VSPRO 5X27X80 ,1712.50
795791,STNT BILI NTNL 20 120 12,1962.50
795792,STENT BIL NTNL 10X20X120,1962.50
795802,CATH BLN EVERX 7X200X80 ,458.92
795803,CATH BLN RPDCRS 4X20X170,397.32
795804,CATH BLDL 6MM 90CM .014I,613.54
795805,CATH BLNDL 6M 90CM 40   ,725.54
795806,CATH BLDL 6M 90CM .014IN,736.74
795807,CATH BLDL 6M 90CM .014IN,613.54
795808,CATH BLDL 5M 90CM 40M   ,613.54
795809,CATH BLNDL 5M 90CM 200  ,736.74
795810,CATH BLNDL 5M 90CM 150  ,736.74
795811,CATH BLNDIL 5M 90CM 100 ,613.54
795812,CATH BLN RPDCRS 4X20X170,613.54
795817,SUTURE EBND 0 48IN BRD C,269.44
795855,ARSENIC TRIOX 12 MG INJ ,2884.30
795885,AMNIOFILL 250 MG (.25 G),1312.50
795889,SPIKE BG ST TEXIUM CLS M,11.12
795902,COIL EMBL.035IN 7CM 20MM,187.50
795903,COIL EMBL.035IN 7CM 18MM,187.50
795904,COIL EMBL.035IN 7CM 16MM,187.50
795905,COIL EMBL.035IN 7CM 14MM,187.50
795906,COIL EMBOLIZATION NESTER,187.50
795907,COIL EMBL 4MM 3MM TRND M,205.00
795918,BLADE SAW 4.331X.709IN S,151.78
795919,BLADE SAW 3.937X.984IN T,120.83
795991,MARKER ENDO SPOT SYR PRE,111.00
796006,INSULIN 5 U INJ         ,3.00
796013,INSULIN 5 U INJ         ,5.00
796017,INSULIN 20 U INJ        ,12.00
796018,INSULIN 20 U INJ        ,12.00
796019,INSULIN 20 U INJ        ,7.00
796020,INSULIN 20 U INJ        ,7.00
796031,TUBING PRFSN PMP 10FT Z ,32.35
796038,SNARE 47IN .98IN 1 SNR 1,607.25
796054,MESH HRN PLGLY 20X16IN R,19200.00
796061,BLADE SAW 90X11X1.19MM S,120.83
796066,12210 VAK GUIDEWIRE 210C,446.60
796068,CHEMO SQ/IM HORMONL ANPL,1288.44
796078,MESH HRN PLGLY 12X10CM R,4536.00
796116,MESH HRN PP 16CMX20CM PE,14400.00
796117,MESH HRN PLGLY 20X16IN 1,14400.00
796142,SCREW BN 4MM 12MM OZARK ,250.00
796147,DEFIB CARD .99IN MINI 5.,34582.50
796151,AMNIOFILL 500 MG (.5 G) ,2625.00
796152,PLC NDL PROSTATE        ,12451.39
796153,STENT VASC 10MM 50MM 75C,2062.50
796154,STENT BIL 5MM 57MM 75CM ,2125.00
796175,TUBE LARYNGOTEC FAHL 9/6,370.00
796209,COIL EMBL 39CM 20MM .021,2125.00
796210,COIL EMBL 36CM 18MM .021,2125.00
796215,**DAUNO/CYT 44/100 MG IN,26250.00
796220,DILATOR VASC 16FR 20CM R,29.11
796222,KIT INTRO 10CM 7FR 22GA ,327.25
796242,CABLE NRSTM 213CM PRCSN ,497.47
796284,CATH SDWNDR 3 CRV 5FR   ,46.04
796288,SUBSTITUTE BNGF XEMPLIFI,750.00
796306,GARMENT COMPRESSION BURN,415.74
796311,CATHETER INFS 150CM .85-,1047.00
796312,CATHETER INFS 135CM .85-,1047.00
796318,INSULIN 20 U INJ        ,7.00
796319,INSULIN 20 U INJ        ,7.00
796320,INSULIN 20 U INJ        ,7.00
796321,INSULIN 20 U INJ        ,7.00
796324,SPACER SPNL 30INX12MMX10,9500.00
796423,GUIDEWIRE VASC 190CM STR,415.80
796456,SYS LEAD STIMQ PNS 8A 8 ,38808.00
796457,SYS LEAD STIMQ PNS 8A 32,54096.00
796458,SYS LEAD STIMQ PNS 8A 24,48216.00
796459,SYS LEAD STIMQ PNS 8A 16,43512.00
796460,SYS LEAD STIMQ 4A 16 ELE,50568.00
796461,SYS LEAD STIMQ 4A 12 ELE,45864.00
796462,SYS TRIAL LEAD STIMQ 4A ,41160.00
796486,LEAD TRIAL NRSTM FRDM 8A,2352.00
796488,KIT NEUROSTIMULATOR FREE,50274.00
796489,KIT LEAD TRIAL NRSTM FRE,2352.00
796525,TRIAL LEAD SYS STIMQ-8A ,2822.00
796526,SYS PNS STIMQ 4 ELECTRDE,38750.00
796527,SYS PERM FREE 8A GEN LEA,65312.50
796528,SYS PERM FREE 8A GEN LEA,59375.00
796529,SYS PERM FREE 8A GEM LEA,47500.00
796530,SYS PERM FREE 4A GEN LEA,64125.00
796531,SYS PERM FREE 4A GEN LEA,58187.50
796532,SYS PERM FREE 4A GEN LEA,5225.00
796533,SYS PERM FREE 4A GEN LEA,46312.50
796534,SYS TRAIL LEAD 4A STIMQ ,2822.00
796535,STYLE PK STIMQ PNS2 PK  ,739.00
796536,STNT BIL 9-12MM 9FR BLN5,137.50
796556,LEAD KIT FREDM 4A B CHAN,2500.00
796557,LEAD KIT FREDM 4A CHANL ,2500.00
796558,KIT STERILE REV STIMQ PN,1176.00
796580,TUBE ADH ME SLIN PNS STI,154.00
796595,NEEDLE SUT CATGUT .5CIRC,24.88
796598,DRSNG WND 39X.75 EXDT DP,15.80
796599,DRSNG 4X4IN STRL NACL AB,10.76
796600,CATH ABL 115CM 8FR 4MM 1,4469.00
796606,BANDAGE 10YDX4IN CLMN ZN,26.86
796607,DRESSING SQ 15X15CM BRTH,18.83
796608,CATHETER IV 18GA 1.25IN ,14.47
796609,CATHETER IV 20GA 1.25IN ,14.47
796610,CATHETER IV 20GA 1IN RAD,14.47
796671,SCREW BN AUTOFX 2X22MM  ,577.61
796681,GUIDEWIRE VASC FX COR SF,107.80
796682,GUIDEWIRE VASC 180CM .01,462.00
796712,SPCR SPNL LNN CLN LG TI ,2025.00
796715,SCREW 4.6M FX ANG BN VIP,250.00
796716,SCREW BN 4.2MM 8MM QUART,250.00
796717,SCREW BN 4.2MM 10MM QUAR,250.00
796718,SCREW BN 3.5MM 18MM QUAR,1712.50
796721,PLT XLORDOTIC 14MM LVL  ,2375.00
796722,PLATE SM QUARTEX BN SPNE,3750.00
796723,PLATE 2.7/3.5MM 12HL    ,4565.63
796732,EPIFIXEPICORD 1SQCM    ,529.18
796733,GRAFT BN VIACLL DMNR 1CC,890.00
796739,CANN PRFSN OD7MM CRNRY  ,252.56
796740,CANN PRFSN OD7MM CRNRY  ,252.56
796786,COIL RUBY POD PACKING 60,2475.00
796819,GUIDEWIRE VASC 190CM .00,431.00
796840,SUBSTITUTE BNGF XEMPLIFI,1250.00
796841,SUBSTITUTE BNGF XEMPLIFI,250.00
796845,SCREW BN 8.5MM 50MM CREO,720.00
796846,SCREW BN 8.5-7MM 90MM CR,720.00
796848,SCREW BN 7.5MM 50MM CREO,720.00
796849,SCREW BN 6.5MM 55MM CREO,720.00
796850,SCREW BN 6.5MM 45MM CREO,720.00
796852,ROD SPNL 200MM 5.5MM REV,450.00
796857,INSTRUMENT BX PUR 16CM 1,95.36
796858,INSTRUMENT BX PUR 10CM 1,95.36
796859,INSTRUMENT BX GRN 16CM 1,95.36
796860,INSTRUMENT BX GRN 10CM 1,95.36
796861,INSERT TIB 1.5 17.5MM KN,3535.88
796874,SCREW BN 8.5MM 40MM CREO,720.00
796892,STENT URET L16CM OD6.5FR,234.75
796911,CATH ATLS 12FR 75X26X4T ,1176.00
796912,CATH BLNDL 8MM 80X6CM PE,600.60
796913,CATH BLNDIL 8M 75CM 6CM ,505.00
796914,CATH BLNDIL 8M 75CM 10CM,505.00
796915,CATH BLNDIL 7MM 80CM 10C,600.60
796916,CATH BLNDIL 7M 6FR 80CM ,600.60
796917,CATH BLNDIL 6M 80CM 6CM ,600.60
796918,CATH BLNDIL 5FR 6M 80CM ,554.00
796919,CATH BLNDIL 24MM 10FR 75,1176.00
796920,CATH BILDIL 18M 9FR 75CM,702.00
796955,GUIDEWIRE VASC 80CM .035,37.00
796992,HEAD TRIAL HUM OFST19X52,551.94
797601,SCR BN 3.5MM 12MM SPNE  ,1712.50
797680,GUIDEWIRE VASC 260CM .03,107.03
797681,GFT VASC 45CM 4-7MM SLDR,4000.00
797682,GFT ST TIS 1000MG PLCNT ,5250.00
797690,CATHETER BLNDIL 9MM 75CM,323.40
797691,CATHETER BLNDIL 7MM 75CM,323.40
797692,CATH BLNDIL 5M 80CM 8CM ,600.60
797693,CATHETER BLNDIL 4MM 75CM,323.40
797694,CATH BLNDIL 10MM 75CM   ,323.40
797733,VRSDIAL BIOMD TI STD TPR,560.00
797734,TDOME 129L0/141R10ECNTRC,2000.00
797735,TDOME 129L10/141R10CNTRC,2000.00
797736,TDOME129L00/141R00ECNTRC,2000.00
797737,TDOME 129L00/141R00CNTRC,2000.00
797738,RE+LINE BUNION CORRECTIN,8190.00
797739,KIT REV HUMERUS TTL ELBW,2000.00
797740,HYBRID GLEN TRL PT MD 4M,421.96
797741,HYBRID GLEN TRL LG 4MM  ,421.96
797743,SUPT ORTH ANKL FT OTHS  ,1239.01
797752,CATHETER GD 90CM 6FR LNC,141.68
797753,CATHETER GD 90CM 6FR LNC,141.68
797754,CATHETER GD 80CM 5FR .05,542.00
797807,STEM HUM 100X16 MOD SCR ,11530.00
797808,STEM HUM 75X20 MOD SCREW,11530.00
797811,NIVOLUMAB 240 MG INJ    ,21699.97
797813,STNT EPRSTH 19X7X11MM 7F,6052.00
797816,SPACR SPNL 8MM CLN 2XL T,2025.00
797822,NAIL 14MM 420MM FEM LT P,5857.50
797832,WIRE FX 6CM 2MM KRSH SS ,49.00
797833,TRIGGER FINGER KNIFE    ,394.00
797834,SHLDR 8MM CMPRH MINI HUM,2400.00
797835,SHLDR 52MM GLNDPEG 46MM ,760.00
797836,SHLDR 44-41MM CMP +3 STD,1797.50
797837,SHLDR 36-44MM CMP +3 RET,1797.50
797838,SHLDR 36-44MM CMP +3 STD,1797.50
797839,SHLDR 24X46 OFST HUM HD ,560.00
797840,SHLDR 130X12 HUM PILT PR,280.00
797841,SHLDR 10D 28MM GLND CPTR,2057.50
797842,SHLDR 4IN XS ELB HUM CMP,1220.00
797843,STEM ELB 8MM 2L +0MM LF ,2500.00
797844,STEM ELB 7MM 2L +4MM LF ,2500.00
797845,STEM ELB 3IN  XS ULNA RT,1000.00
797846,STEM ELB 12X24 2L LF    ,2500.00
797847,STEM ELB 10X20 2L LF    ,2500.00
797848,STEM ELB 0X9 2L LF      ,2500.00
797849,TRIAL ANKLE 6 A/P SIZER ,440.00
797850,TRIAL ANKLE 5 A/P SIZER ,440.00
797851,TRIAL ANKLE 4 A/P SIZER ,440.00
797852,TRIAL ANKLE 3 A/P SIZER ,440.00
797853,TRIAL ANKLE 2 A/P SIZER ,440.00
797854,TRIAL ANKLE 1 A/P SIZER ,440.00
797855,TRPHN CMPRH SHLDR GLND  ,931.39
797856,TRAY STRL 44X36MM BRNG  ,1691.09
797857,TRAY HUM 44MM CMPRH TI  ,3125.00
797858,TRAY HUM 44MM CMPRH +5MM,3125.00
797859,TRAY HUM 44MM CMPRH+10MM,3125.00
797860,TDOME 135L10/135R10ECNTR,2000.00
797861,TDOME 135L10/135R10CNTRC,2000.00
797862,TDOME 135L00/135R00ECNTR,2000.00
797863,TDOME 135L00/135R00CNTRC,2000.00
797864,TDOME 132R10/138L10ECNTR,2000.00
797865,TDOME 132R10/138L10CNTRC,2000.00
797866,TDOME 132R00/138L00ECNTR,2000.00
797867,TDOME 132R00/138L00CNTRC,2000.00
797868,TDOME 132L10/138R10ECNTR,2000.00
797869,TDOME 132L10/138R10CNTRC,2000.00
797870,TDOME 132L00/138R00ECNTR,2000.00
797871,TDOME 132L00/138R00CNTRC,2000.00
797872,TDOME 129R10/141L10ECNTR,2000.00
797873,TDOME 129R10/141L10CNTRC,2000.00
797874,TDOME 129R00/141L00ECNTR,2000.00
797875,TDOME 129R00/141L00CNTRC,2000.00
797876,STEM ULN 90MM NEXEL 6 RT,8800.00
797877,STEM ULN 90MM NEXEL 6 LT,8800.00
797878,STEM ULN 115MM NEXEL 6RT,8800.00
797880,STEM TOE JNT SM MTRSL   ,3937.50
797881,STEM TOE JNT MED MTRSL  ,3937.50
797882,STEM RADL 60X9 WRST TI  ,4192.50
797883,STEM RADL 60X7.5 WRST TI,4192.50
797884,STEM RADL 60X6 WRST TI  ,4192.50
797885,STEM RADL 40MM 9MM MAEST,4533.75
797886,STEM RADL 40X4.5 WRST   ,4533.75
797887,STEM RADL 32X10 XPLR ELB,2500.00
797888,STEM RADL 20MM MSTRO3 RT,9912.50
797889,STEM RADL 20MM MSTRO3 LT,9912.50
797890,STEM RADL 20MM MSTRO2 RT,9912.50
797891,STEM RADL 20MM MSTRO2 LT,9912.50
797892,STEM RADL 20MM MSTRO1 RT,9912.50
797893,STEM RADL 20MM MSTRO1 LT,9912.50
797894,STEM RADL 18X6 MSTROCAP ,4550.00
797895,STEM RADL 16MM MSTRO3 RT,9912.50
797896,STEM RADL 16MM MSTRO3 LT,9912.50
797897,STEM RADL 16MM MSTRO2 RT,9912.50
797898,STEM RADL 16MM MSTRO2 LT,9912.50
797899,STEM RADL 16MM MSTRO1 RT,9912.50
797900,STEM RADL 16MM MSTRO1 LT,9912.50
797901,STEM RADL 15X7 MSTRO LT ,5817.50
797902,STEM RADL 12MM MSTRO3 RT,9912.50
797903,STEM RADL 12MM MSTRO3 LT,9912.50
797904,STEM RADL 12MM MSTRO2 RT,9912.50
797905,STEM RADL 12MM MSTRO2 LT,9912.50
797906,STEM RADL 12MM MSTRO1 RT,9912.50
797907,STEM RADL 12X6 WRST TTL ,4550.00
797908,STEM IMPLNT 9MM +4MM HEI,2500.00
797909,STEM IMPLNT 9MM +2MM HEI,2500.00
797910,STEM IMPLNT 8MM +4MM HEI,2500.00
797911,STEM IMPLNT 8MM +2MM HEI,2500.00
797912,STEM IMPLNT 7MM +2MM HEI,2500.00
797913,STEM IMPLANT 7MM        ,2500.00
797914,STEM IMPLNT 6MM +4MM HEI,2500.00
797915,STEM IMPLNT 6MM +2MM HEI,2500.00
797916,STEM IMPLANT 6MM        ,2500.00
797917,STEM IMPLNT 5MM +4MM HEI,2500.00
797918,STEM IMPLNT 5MM +2MM HEI,2500.00
797919,STEM IMPLANT 5MM        ,2500.00
797920,STEM IMPLNT 10MM +4MM HE,2500.00
797921,STEM IMPLNT 10MM +2MM HE,2500.00
797922,STEM IMPLANT 10MM       ,2500.00
797923,STEM HUMERAL 13MX110MM  ,6750.00
797924,STEM HUM 75X9 MOD SCR   ,11530.00
797925,STEM HUM 75X18 MOD SCR  ,11530.00
797926,STEM HUM 75X16 MOD SCR  ,11530.00
797927,STEM HUM 75X14 MOD SCR  ,11530.00
797928,STEM HUM 75X12 MOD SCR  ,11530.00
797929,STEM HUM 75X11 MOD SCR  ,11530.00
797930,STEM HUM 60X7 MOD BGLNI ,6750.00
797931,STEM HUM 60X6 MOD BGLNI ,6750.00
797932,STEM HUM 55X4 CMPRH POR ,6750.00
797933,STEM HUM 210X9 REV CMNT ,10695.00
797934,STEM HUM 210X12 REV CMNT,10695.00
797935,STEM HUM 20X16 NPOR RVRS,11625.00
797936,STEM HUM 20X14 NPOR RVRS,11625.00
797937,STEM HUM 200MM NXL 6 LG ,8800.00
797938,STEM HUM 200MM NXL 5 LG ,8800.00
797939,STEM HUM 200X9 MOD SCR  ,11530.00
797940,STEM HUM 200X8 MOD SCR  ,11530.00
797941,STEM HUM 200X7 REV CMNT ,10695.00
797942,STEM HUM 200X6 MOD SCR  ,11530.00
797943,STEM HUM 200X14 MOD SCR ,11530.00
797944,STEM HUM 200X14 MOD BGLN,8500.00
797945,STEM HUM 200X13 AN SHLD ,6750.00
797946,STEM HUM 200X12 MOD BGLN,8500.00
797947,STEM HUM 200X11 MOD SCR ,11530.00
797948,STEM HUM 200X10 MOD SCR ,11530.00
797949,STEM HUM 194X14 COMP REV,16405.00
797950,STEM HUM 190X7 BMOD REV ,16115.00
797951,STEM HUM 190X13 BMOD REV,16115.00
797952,STEM HUM 190X11 BMOD REV,16115.00
797953,STEM HUM 18MM RVRS NPOR ,11625.00
797954,STEM HUM 17X16 RVRS TM  ,12750.00
797955,STEM HUM 17X14 RVRS TM  ,12750.00
797956,STEM HUM 170X7 AN SHLD  ,6750.00
797957,STEM HUM 170X16 RVRS TM ,12750.00
797958,STEM HUM 170X14 RVRS TM ,12750.00
797959,STEM HUM 150MM NEXEL 6  ,8800.00
797960,STEM HUM 150MM NXEL 5 LG,8800.00
797961,STEM HUM 150MM NEXEL 4  ,8800.00
797962,STEM HUM 150X6 CMPRH RV ,11530.00
797963,STEM HUM 150X4 CMPRH RV ,11530.00
797964,STEM HUM 150X16 CMPRH RV,11530.00
797965,STEM HUM 150X14 CMPRH RV,11530.00
797966,STEM HUM 150X12 CMPRH RV,11530.00
797967,STEM HUM 14MM RVRS SHLDR,11625.00
797968,STEM HUM 13X6 RVRS SHLDR,11625.00
797969,STEM HUM 130X16 RVRS TRB,12750.00
797970,STEM HUM 130X16 RVRS TRB,11625.00
797971,STEM HUM 125X9.5 MD2 +-C,6750.00
797972,STEM HUM 125X7.9 MD2 +-C,6750.00
797973,STEM HUM 125X6.3 MD2 +-C,6750.00
797974,STEM HUM 125X15.9 MD2+-C,6750.00
797975,STEM HUM 125X15.5 BIANG ,6750.00
797976,STEM HUM 125X14.3 MD2+-C,6750.00
797977,STEM HUM 125X12.7 MD2+-C,6750.00
797978,STEM HUM 125X11.1 MD2+-C,6750.00
797979,STEM HUM 122X20CMPRH POR,6750.00
797980,STEM HUM 122X19CMPRH POR,6750.00
797981,STEM HUM 122X18CMPRH POR,6750.00
797982,STEM HUM 110X9CMNT REMHD,6750.00
797983,STEM HUM 110X8 AN SHLD  ,6750.00
797984,STEM HUM 110X14 CMNT    ,6750.00
797985,STEM HUM 110X12 CMNT    ,6750.00
797986,STEM HUM 100MM NEXEL 6  ,8800.00
797987,STEM HUM 100X9 UNCMNT AN,6750.00
797988,STEM HUM 100X8 MOD SCR  ,11530.00
797989,STEM HUM 100X7CMNT REMHD,6750.00
797990,STEM HUM 100X18 MOD CMPR,11530.00
797991,STEM HUM 100X14 UNCMNT  ,6750.00
797992,STEM HUM 100X12 UNCMNT  ,6750.00
797993,STEM HUM 110X11 AN SHLD ,6750.00
797994,STEM HUM 110X10 AN SHLD ,6750.00
797995,SPREADER SURG D PIN     ,261.80
797996,SPREADER SURG C PIN     ,261.80
797999,SPREADER SURG B PIN     ,261.80
798010,SPREADER SURG A PIN     ,261.80
798070,SLEEVE HUM CMPRH 16MM   ,550.00
798071,SLEEVE HUM CMPRH 15MM   ,550.00
798072,SLEEVE HUM CMPRH 14MM   ,550.00
798073,SLEEVE HUM CMPRH 13MM   ,550.00
798074,SHOE CAST 12 3/8INX5.5IN,1882.00
798075,SET IMPL 46X40 GLND ART ,2750.00
798076,SCREW BN XPLR LCK       ,187.50
798077,SCREW BN 5X55 TI ACTB   ,187.50
798078,SCREW BN 5X50 TI ACTB   ,187.50
798079,SCREW BN 5X50 GLND LOPRO,187.50
798080,SCREW BN 5X45 TI ACTB   ,187.50
798081,SCREW BN 5X45 TI LOPRO  ,187.50
798082,SCREW BN 4.75X50 VAR LCK,487.50
798083,SCREW BN 4.75X50 FX LCK ,487.50
798084,SCREW BN 4.75X45 VAR LCK,487.50
798085,SCREW BN 4.75X45 FX LCK ,487.50
798086,SCREW BN 4.75X40 VAR LCK,487.50
798087,SCREW BN 4.75X40 FX LCK ,487.50
798088,SCREW BN 4.75X35 VAR LCK,487.50
798089,SCREW BN 4.75X35 FX LCK ,487.50
798090,SCREW BN 4.75X30 FX LCK ,487.50
798091,SCREW BN 4.75X25 VAR LCK,487.50
798092,SCREW BN 4.75X25 FX LCK ,487.50
798093,SCREW BN 4.75X20 TI LCK ,487.50
798094,SCREW BN 4.75X20 TI LCK ,487.50
798095,SCREW BN 2MM 30MM LCK   ,187.50
798096,SCREW BN 2X30 NON-LCK   ,187.50
798097,SCREW BN 2MM 28MM LCK   ,187.50
798098,SCREW BN 2X28 NON-LCK   ,187.50
798099,SCREW BN 2MM 26MM LCK   ,187.50
798100,SCREW BN 2X26 NON-LCK   ,187.50
798101,SCREW BN 2X24 LCK       ,187.50
798102,SCREW BN 2MM 22MM LCK   ,187.50
798103,SCREW BN 2MM 20MM LCK   ,187.50
798104,SCREW BN 2MM 20MM       ,187.50
798105,SCREW BN 2MM 18MM       ,187.50
798106,SCREW BN 2MM 16MM LCK   ,187.50
798107,SCREW BN 2X14 NON-LCK   ,187.50
798108,SCREW BN 2X12 NON-LCK   ,187.50
798109,SCREW BN 2X12 LCK       ,187.50
798110,SCREW BN 2X10 LCK       ,187.50
798111,SCREW BN 2X10 NON-LCK   ,187.50
798112,SCREW BN 2.7X20 SS CMPR ,187.50
798113,SCREW BN 2.7X18 SS CMPR ,187.50
798114,SCREW BN 2.7X14 SS CMPR ,187.50
798115,SCREW BN 2.7X12 SS CMPR ,187.50
798116,SCREW BN 2.7X10 SS CMPR ,187.50
798117,SCREW BN 2.4X8 LCK      ,187.50
798118,SCREW BN 2.4X8 CORT HD  ,187.50
798119,SCREW BN 2.4X18 LCK     ,187.50
798120,SCREW BN 2.4X18 CORT HD ,187.50
798121,SCREW BN 2.4X16 LCK     ,187.50
798122,SCREW BN 2.4X16 CORT HD ,187.50
798123,SCREW BN 2.4X10 CORT HD ,187.50
798124,SCREW BN 4.75X45 3.5HEX ,187.50
798126,SCREW BN 2.7X16RELN CMPR,187.50
798127,SCREW BN 2.4X14 MSP LOCK,187.50
798128,SCREW BN 2.4X14 MSP NLCK,187.50
798129,SCREW BN 2.4X12 MSP LOCK,187.50
798130,SCREW BN 2.4X12 MSP NLCK,187.50
798131,SCREW BN 2.4X10 MSP LCK ,187.50
798135,RETRACTOR FKDA LG SURG  ,1338.29
798136,RETR GOLF CLUB RVRS SHLD,1084.00
798138,RMR SPOKE PRV 52MM STR  ,2464.90
798139,RMR SPOKE PRV 46MM STR  ,2464.90
798140,RMR BSPL RVRS SHLDR 40MM,1589.95
798141,REAMER GLND MED         ,1552.00
798142,REAMER 52MM SS GLND     ,1335.94
798143,RE+LINE T7 DRIVER STRL  ,471.25
798144,RADIAL HEAD IMPLANT 28MM,2500.00
798145,RADIAL HEAD IMPLANT 26MM,2500.00
798146,RADIAL HEAD IMPLANT 22MM,2500.00
798147,RADIAL HEAD IMPLANT 18MM,2500.00
798149,PSTNR IMPL 36MM RVR HLMT,1143.30
798150,PLATE STD RIM XPL RDS LT,2500.00
798151,PLATE STD NK XPLR RDS RT,2500.00
798152,PLATE STD NK XPLR RDS LT,2500.00
798153,PLATE STD LNG RIM XPL RT,2500.00
798154,PLATE STD LNG RIM XPL LT,2500.00
798155,PLATE SM RIM XPLR RDS RT,2500.00
798156,PLATE SM RIM XPLR RDS LT,2500.00
798157,PLATE SM NK XPLR RDS RT ,2500.00
798158,PLATE SM NK XPLR RDS LT ,2500.00
798159,PLATE SM LNG RIM XPLR RT,2500.00
798160,PLATE SM LNG RIM XPLR LT,2500.00
798161,PLATE CRPL 43X9MM MAESTR,4550.00
798162,PLATE CRPL 43X9 8MM TPR ,4550.00
798163,PLATE CRPL 43X9 14MM AUG,4550.00
798164,PLATE CRPL 43X9 14MM TPR,4550.00
798165,PLATE CRPL 43X9 11MM TPR,4550.00
798166,PLATE CRPL 43X9 11MM AUG,4550.00
798167,PLATE CRPL 37X9 6MM WRST,4550.00
798168,PLATE CRPL 37X9 12MMWRST,4550.00
798169,PLATE CRPL 37X9 AUG 12MM,4550.00
798170,PLATE CRPL 37X9 MAESTRO ,4550.00
798171,PIN HLD SHLDR ANTIROTN  ,212.50
798172,NEXTRA DRIVER STERILE   ,471.25
798173,MSP T6 DRIVER STERILE   ,471.25
798174,MSP MTRSL SHORTNING SYST,9750.00
798175,MAESTRO RAD FX SZ2 8M RT,9912.50
798176,MAESTRO RAD FX SZ1 8M RT,9912.50
798177,MAESTRO RAD FX SZ1 8M LT,9912.50
798178,LINER GLND 6MM BMOD LG  ,1125.00
798179,LINER GLND SHLDR POR    ,1125.00
798180,LINER GLND 10D SM RT    ,1125.00
