CHG DESCRIPTION,CHG AMT
CV INSRT REPL PACMKR 1CHA,"8,383.00 "
EV INSRT/REPL PACEMAKER 2,"10,029.00 "
CV INSRT REPL RACEMKR 2CH,"10,029.00 "
CV UPGRADE IMPL PACEMKR,"10,029.00 "
EV REPOSITN PACING-DEFIB,"4,814.00 "
EV REPOSITION PACING-DEFI,"4,814.00 "
CV RPSTN PREV IMPL PCEMKR,"4,814.00 "
CV RPSTN PREV IMPL PCEMKR,"4,814.00 "
EV INSERT 1 ELECT PM-DEFI,"8,383.00 "
EV INSERT 1 ELECTRODE PM-,"8,383.00 "
CV INS TRANS ELEC SGL CHA,"8,383.00 "
EV INSERT 2 ELECTRODE PM-,"8,383.00 "
CV INS TRANS ELEC DUAL CH,"8,383.00 "
EV REP SGLE TV ELECT PMKR,"3,919.00 "
CV RPR 1 ELEC; SGL CHAM P,"3,919.00 "
CV RPR 2 ELEC;2 CHAM PCEM,"3,919.00 "
EV INS PULSE GEN MULTI LE,"16,875.00 "
EV PACER POCKET REVISION,"1,687.00 "
CV REV/REL SKIN POCKT PCM,"1,687.00 "
CV REVISE POCKET FOR DEFI,"1,687.00 "
CV INSERT PACING LEAD & C,"10,243.00 "
EV LV PACING LEAD ADD-ON,"15,000.00 "
CV INSRT PACING ELECTRODE,"15,000.00 "
CV L VENTRIC PACING LEAD,"14,500.00 "
CV REPOSITION L VENTRIC L,"2,564.00 "
CV REMV&REPLC PM GEN SING,"7,989.00 "
CV REM&REPLACE PM GEN SGL,"7,989.00 "
CV REMOVE&REPLACE PM GEN,"12,483.00 "
CV REMV&REPLC PM GEN DUAL,"16,000.00 "
CV REM&REPLACE PM GEN DUA,"16,000.00 "
CV REMV & REPLC PM GEN MU,"16,875.00 "
CV INSRT PULSE GEN W/LEAD,"21,965.00 "
EV REMOVE PPM OR PG,"10,972.00 "
CV REM PERM PACMKR PULSE,"10,972.00 "
EV REMOVE 1 PACER LEAD ON,"5,819.00 "
CV REMV TRNS PCMKR ELEC 1,"5,819.00 "
EV REMOVE 2-PACER LEAD ON,"5,819.00 "
CV REML PACEMAKER ELTRODE,"5,819.00 "
EV INS SGL/DUAL PULSE GEN,"31,450.00 "
CV INS SGL/DUAL PULSE GEN,"31,450.00 "
CV INS SGL/DUAL PULSE GEN,"31,450.00 "
EV SUBQ REMV SGL/DUAL GEN,"5,819.00 "
CV SUBQ REMV SGL/DUAL GEN,"5,819.00 "
EV REM SC/DC ICD LEAD TV,"5,819.00 "
CV REMV DEFIB ELEC BY TRA,"5,819.00 "
EV INS/REP ELECTRD LEADS,"34,362.00 "
EV INS/REP ELECTRD LEADS,"34,362.00 "
CV INS REP LEAD & INS GEN,"34,362.00 "
CV INS/REP LEAD & INS GEN,"34,362.00 "
CV REM&REPLC GEN SNGL LEA,"29,024.00 "
CV REM&REPLC GEN DUAL LEA,"31,483.00 "
CV REM&REPLC GEN MULT LEA,"31,483.00 "
CV REMV & REPLC CVD GEN M,"31,483.00 "
CL IMPL PT-ACTVT EVENT RE,"10,105.00 "
CV IMPL CARDIAC EVENT REC,"10,105.00 "
CV REM PT ACT HEART REC,"2,739.00 "
CL INSJ SUBQ CAR RHYTHM M,0.00 
CL INSJ SUBQ CAR RHYTHM M,0.00 
CV RMVL SUBQ CAR RHYTHM M,0.00 
EV IPO ENDOVASC TAA REPR,"7,420.00 "
EV IPO ENDOVASC TAA REPR,"7,208.00 "
EV IPO INSERT ENDOVASC PR,"4,770.00 "
EV ENDOVAS PROST TAA ADD,"5,300.00 "
EV IPO ART TRANSPOSE/ENDO,"7,000.00 "
CV IPO BALL PMP INSR,"2,000.00 "
IPO REM IAB ASSIST DEVICE,"1,129.00 "
EV TANDEM VAD PLACEMENT,"9,033.00 "
CV TANDEM VAD PLACEMENT,"9,033.00 "
EV IPO EMBOLECTOMY CAROTI,"4,430.00 "
EV EMBOLECTOMY AX/BR/IN/S,"5,883.00 "
EV REMOVAL OF ARTERY CLOT,"6,305.00 "
"EV EMBOLECTOMY, FEMPOP AO","6,605.00 "
EV REMOVAL OF ARTERY CLOT,"6,305.00 "
EV EMBOLECTOMY PL-TIB-PER,"3,805.00 "
EV THROMBECTOMY VC ILIAC,"3,964.00 "
EV IPO EVASC RPR A-AO NDG,"7,500.00 "
EV IPO EVASC RPR A-UNILAC,"4,558.00 "
EV IPO EVAC RPR A-BIILIAC,"6,500.00 "
IPO EVAC PRP A-BILLIAC ND,"6,500.00 "
EV IPO EVASC RPR ILIO-ILI,"6,500.00 "
EV IPO PLMT XTN PROSTH EV,"6,500.00 "
EV IPO DLYD PLMT XTN PROS,"6,500.00 "
EV PERQ ACCESS & CLSR FEM,120.00 
PV PERQ ACCESS & CLSR FEM,120.00 
EV IPO ILIAC A DEV ADDON,"2,120.00 "
EV IPO XPOSE FOR ENDOPROS,"6,285.00 "
EV IPO XPOSE FOR ENDOPROS,"6,285.00 "
EV IPO XPOSE FOR ENDOPROS,"6,555.00 "
EV IPO XPOSE FOR ENDOPROS,"6,285.00 "
EV IPO XPOSE FOR ENDOPROS,"6,285.00 "
EV IPO FEMORL ENDOVAS GRF,"2,120.00 "
EV IPO XPOSE FOR ENDOPROS,"3,915.00 "
EV IPO OPEN AORTOILIAC PR,"8,165.00 "
EV IPO XPOSE FOR ENDOPROS,"3,915.00 "
EV IPO XPOSE ENDOPROSTH B,"3,915.00 "
EV IPO ENDO VISC AORTA 1,"8,165.00 "
EV IPO VISC&INFRAREN ABD,"8,205.00 "
EV IPO VISC&INFRAREN ABD,"8,265.00 "
EV IPO REP ANEURYSM FEMOR,"4,256.00 "
EV REPAIR BLOOD VESSEL DI,"1,589.00 "
REPAIR BLD VESSEL,"1,589.00 "
REPAIR BLD VESSEL,"1,589.00 "
EV REP BLD VESS W/VEIN GR,"4,430.00 "
EV REP BLD VESS W VEIN GR,"4,430.00 "
EV REP BLD VES W GRFT NON,"4,430.00 "
EV IPO RECHANL OF ARTERER,"7,270.00 "
EV IPO RECHANNEL OF ARTER,"7,270.00 "
EV IPO RECHANL OF ARTRY,"7,570.00 "
EV IPO RECHANNEL OF ARTER,"6,890.00 "
EV IPO RECHANL OF ARTRY T,"4,474.00 "
EV IPO RECHANNEL OF ARTER,"6,000.00 "
EV IPO RECHAN ART ILIOFEM,"4,361.00 "
EV IPO RECHAN ART ILIOFEM,"4,361.00 "
EV IPO RECHANNEL OF ARTER,"7,196.00 "
EV IPO RECHANNEL OF ARTER,"7,196.00 "
EV IPO RECHANNEL OF ARTRY,"7,496.00 "
EV IPO RECHANNEL OF ARTER,"7,196.00 "
EV IPO RECHANNEL ARTRY FE,"6,611.00 "
EV IPO RECHANNEL ARTRY FE,"6,611.00 "
EV IPO RECHANL OF ARTRY D,"6,611.00 "
EV IPO RECHANL ARTRY FEM,"6,911.00 "
EV IPO BYPAS GRFT W VEIN,"8,388.00 "
EV IPO ARTERY BYPASS GRAF,"8,388.00 "
EV IPO BYP GRAFT W VEIN F,"8,388.00 "
EV IPO BYP GRAFT W VEIN P,"8,388.00 "
EV IPO VEIN BYP FEM POST,"8,388.00 "
EV IPO BYP GRAFT NOT VEIN,"8,388.00 "
EV IPO BYP GRAFT NOT VEIN,"8,976.00 "
EV IPO BYP GRAFT FEM POP,"8,388.00 "
EV IPO BPG WO VEIN AXILLA,"9,507.00 "
EV IPO ARTERY BYPASS GRFT,"8,388.00 "
EV IPO ARTERY BYPASS GRAF,"8,388.00 "
EV IPO BYP GRAFT NOT VEIN,"8,388.00 "
EV IPO BYP GRAFT NOT VEIN,"8,388.00 "
EV IPO BYP GRAFT NOT VEIN,"8,388.00 "
PV IPO EXPLOR POSTOP ABD,"3,132.00 "
EV REMOVAL OF CLOT IN GRA,"6,963.00 "
EV REMOVAL OF CLOT IN GRA,"6,963.00 "
EV THROMB ART/VEN GRFT,"7,122.00 "
EV REVISE LE SRT BYP W VE,"6,375.00 "
EV REV GRAFT W/NONAUTO GR,"6,375.00 "
EV EXCISN INFECTED GRAFT,"5,835.00 "
NONSELECTIVE CATH PLACEME,191.00 
CV INTRO NEEDLE VEIN,191.00 
PV INTRO NDL INTRACATH VE,191.00 
PV INTRO NEEDLE INTR,191.00 
PV INTRO NEEDLE INTR,191.00 
PV INJ PERC EXTR ANEURYSM,842.00 
PV INJ PERC EXTR ANEURYSM,842.00 
US PSEUDO THROMBIN INJ,842.00 
INJ VENOGRAPH,647.00 
INJ VENOGRAPH,647.00 
CV INJ VENOGRAPH,647.00 
CV INJ VENOGRAPH,647.00 
PV INJ VENOGRAPH,647.00 
PV EXTREM VENOGRAM INJ,647.00 
PV INJ VENOGRAPH,647.00 
PV INJ VENOGRAPH,647.00 
PV INJ VENOGRAPH DSTNT,647.00 
PV INJ VENOGRAPH DSTNT,647.00 
PV INJ VENOGRAPH,667.00 
CT INJ VENOGRAPH,647.00 
CT INJ VENOGRAPH,647.00 
EV INTRO CATH SVC,"1,378.00 "
EV NONSELECTIVE CATH SUP/,"1,378.00 "
CV INTRO CATH SVC,"1,378.00 "
PV INTRO CATH SVC,"1,378.00 "
PV INTRO CATH SVC,"1,378.00 "
PV INTRO CATH SVC,"1,578.00 "
CV SELECTV CATH VEIN;1ST,"1,123.00 "
CV SEL CATH VEN 1ST,"1,123.00 "
PV SEL CATH VEN 1ST,"1,123.00 "
PV SEL CATH VEN 1ST,"1,123.00 "
PV SELECTIV CATH VEIN 1ST,"1,423.00 "
PV SEL CTH VEN1ST,"1,123.00 "
PV SEL CTH VEN1ST,"1,123.00 "
PV SEL CATH VEN 1ST,"1,123.00 "
PV SEL CATH VEN 1ST,"1,423.00 "
PV SELECTV CATH VEIN;1ST,"1,123.00 "
PV SEL CATH VEN 2ND,"1,263.00 "
PV SEL CATH VEN 2ND,"1,263.00 "
PV SEL CATH VEN 2ND,"1,263.00 "
PV SEL CATH VEN 2ND,"1,263.00 "
PV SEL CATH VEN 2ND,"1,263.00 "
PV SEL CATH VEN 2ND,"1,263.00 "
PV SEL CATH VEIN 2ND,"1,463.00 "
PV NS CATH RT HEART/MIAN,403.00 
PV SEL CATH LT OR RT PULM,"1,248.00 "
PV SEL CATH LT OR RT PULM,"1,248.00 "
PV SEL CATH LT OR RT PULM,"1,548.00 "
PV PLACE CATH IN ARTERY,"1,207.00 "
EV EXT ART UNI,"2,025.00 "
EV EXT ART UNI,"2,025.00 "
EV EXT ART UNI,"2,025.00 "
EV EXT ART UNI,"2,025.00 "
CV EXT ART UNI,"2,025.00 "
CV EXT ART UNI,"2,025.00 "
CV EXT ART UNI,"2,025.00 "
CV EXT ART UNI,"2,025.00 "
NS CATH EXTREMITY ARTERY,"2,025.00 "
NS CATH EXTREMITY ARTERY,"2,025.00 "
PV EXT ARTERY UNI,"2,025.00 "
PV EXT ARTERY UNI,"2,025.00 "
PV EXT ARTERY UNI,"2,025.00 "
PV EXT ARTERY UNI,"2,025.00 "
CT NONSEL CATH TRANSLMBR,919.00 
EV INTRO CATH AORTA,"1,436.00 "
EV INTRO CATH AORTA,"1,736.00 "
EV INTRO CATH AORTA,"1,436.00 "
EV PLACE CATH IN AORTA,"1,436.00 "
EV PLACE CATH IN AORTA,"1,436.00 "
CV INTRO CATH AORTA,"1,436.00 "
CV INTRO CATH AORTA,"1,436.00 "
CV INTRO CATH AORTA,"1,736.00 "
PV INTRO CATH AORTA,"1,436.00 "
PV INTRO CATH AORTA,"1,436.00 "
PV INTRO CATH AORTA,"1,736.00 "
EV SEL CATH 1ST ORDER,"1,247.00 "
EV SEL CATH 1ST ORDER,"1,247.00 "
EV SEL CATH 1ST ORDER,"1,247.00 "
EV SEL CATH 1ST ORDER,"1,247.00 "
CV SEL CATH 1ST ORDER,"1,247.00 "
CV SEL CATH 1ST ORDER,"1,247.00 "
CV SEL CATH 1ST ORDER,"1,247.00 "
CV SEL CATH 1ST ORDER,"1,247.00 "
PV SEL CATH 1ST ORDER,"1,247.00 "
PV SEL CATH 1ST ORDER,"1,247.00 "
PV SEL CATH 1ST ORDER,"1,247.00 "
PV SEL CATH 1ST ORDER,"1,247.00 "
PV SEL CATH 1ST ORDER,"1,547.00 "
PV SEL CATH 1ST ORDER,"1,247.00 "
EV SEL CATH 2ND OR,"1,227.00 "
EV SEL CATH 2ND OR,"1,227.00 "
EV SEL CATH 2ND OR,"1,227.00 "
EV SEL CATH 2ND OR,"1,227.00 "
CV SEL CATH 2ND OR,"1,227.00 "
CV SEL CATH 2ND OR,"1,227.00 "
PV SEL CATH 2ND ORD,"1,227.00 "
PV SEL CATH 2ND ORD,"1,227.00 "
PV SEL CATH 2ND ORD,"1,227.00 "
PV SEL CATH 2ND ORD,"1,227.00 "
EV SEL CATH 3RD OR,"1,227.00 "
EV SEL CATH 3RD OR,"1,227.00 "
EV SELECT CATH ART-BRACH,"1,227.00 "
EV SELECT CATH ART-BRACH,"1,227.00 "
CV SEL CATH 3RD OR,"1,227.00 "
CV SEL CATH 3RD OR,"1,227.00 "
PV SEL CATH 3RD ORD,"1,227.00 "
PV SEL CATH 3RD ORD,"1,227.00 "
PV SEL CATH 3RD ORD,"1,227.00 "
EV ADL 2ND 3RD ORD,"1,227.00 "
EV ADL 2ND 3RD ORD,"1,227.00 "
CV ADL 2ND 3RD ORD,"1,227.00 "
CV ADL 2ND 3RD ORD,"1,227.00 "
PV ADL 2ND 3RD ORDER,"1,227.00 "
PV ADL 2ND 3RD ORDER,"1,227.00 "
EV PLACE CATH THORACIC AO,"4,027.00 "
PV PLACE CATH THORACIC AO,"4,027.00 "
EV PLACE CATH CAROTID/INO,"6,296.00 "
PV CATH CAROTIDINOM ART,"6,296.00 "
PV CATH CAROTIDINOM ART,"6,296.00 "
PV CATH CAROTIDINOM ART,"6,596.00 "
PV CATH CAROTIDINOM ART,"6,160.00 "
PV CATH CAROTIDINOM ART,"6,160.00 "
PV CATH CAROTIDINOM ART B,"6,360.00 "
PV CATH CAROTIDINOM ART L,"6,160.00 "
PV CATH CAROTID ART,"8,779.00 "
PV CATH CAROTID ART,"8,779.00 "
PV CATH CAROTID ART BIL,"8,979.00 "
EV PLACE CATH SUBCLAVIAN,"4,027.00 "
EV PLACE CATH SUBCLAVIAN,"4,027.00 "
PV CATH SUBCLAVIAN ART,"4,027.00 "
PV CATH SUBCLAVIAN ART,"4,027.00 "
PV PLACE CATH SUBCLAVIAN,"4,327.00 "
PV PLACE CATH SUBCLAVIAN,"4,027.00 "
CV PLACE CATH VERTEBRAL A,"8,382.00 "
PV PLACE CATH VERTEBRAL A,"8,382.00 "
PV CATH VERTEBRAL ART,"8,082.00 "
PV CATH VERTEBRAL ART,"8,082.00 "
PV PLACE CATH VERTEBRAL A,"8,082.00 "
PV CATH XTRNL CAROTID,"4,070.00 "
PV CATH XTRNL CAROTID,"4,070.00 "
PV CATH XTRNL CAROTID BIL,"4,370.00 "
PV CATH INTRACRANIAL ART,"4,070.00 "
PV CATH INTRACRANIAL ART,"4,070.00 "
EV SEL CATH ABD/LOW,"2,600.00 "
EV SEL CATH ABD/LOW,"2,600.00 "
EV SEL CATH ABD LOW,"2,900.00 "
EV SEL CATH ABD LOW,"2,600.00 "
EV SEL CATH ABD LOW,"2,600.00 "
EV SEL CATH ABD LOW,"2,600.00 "
EV SEL CATH ABD LOW,"2,600.00 "
EV SEL CATH ABD LOW,"2,600.00 "
CV SEL CATH ABD LOW,"2,600.00 "
CV SEL CATH ABD LOW,"2,600.00 "
CV SEL CATH ABD LOW,"2,600.00 "
CV SEL CATH ABD LOW,"2,600.00 "
CV SEL CATH ABD LOW,"2,900.00 "
CV SEL CATH ABD,"2,900.00 "
CV SEL CATH ABD LOW,"2,600.00 "
CV SEL CATH ABD LOW,"2,600.00 "
PV SEL CATH ABD LOW,"2,600.00 "
PV INS CATH ABD/L-EXT ART,"2,600.00 "
PV SEL CATH ABD LOW,"2,600.00 "
PV SEL CATH ABD LOW,"2,600.00 "
PV SEL CATH ABD LOW,"2,600.00 "
PV SEL CATH ABD LOW,"2,600.00 "
PV SEL CATH ABD LOW,"2,600.00 "
PV SEL CATH ABD LOW,"2,900.00 "
PV SEL CATH ABD LOW,"2,900.00 "
EV SEL CATH ABD 2ND ORD,"2,560.00 "
EV SEL CATH ABD 2ND ORD L,"2,560.00 "
EV SEL CATH ABD 2NS ORD,"2,560.00 "
EV SEL CATH ABD 2ND ORD,"2,760.00 "
EV SELECT CATH ABD 2ND OR,"2,560.00 "
CV SEL CATH ABD 2ND ORD,"2,560.00 "
CV SEL CATH ABD 2ND ORD,"2,560.00 "
CV SEL CATH ABD 2ND ORD,"2,560.00 "
PV SEL CATH AB 2ND,"2,560.00 "
PV SEL CATH AB 2ND,"2,560.00 "
PV SEL CATH AB 2ND,"2,760.00 "
PV SEL CATH AB 2ND,"2,560.00 "
PV SEL CATH AB 2ND,"2,560.00 "
PV SEL CATH ABD 2ND ORD,"2,560.00 "
PV SEL CATH ABD 2ND ORD,"2,560.00 "
EV SEL CATH AB,"2,183.00 "
EV SEL CATH AB,"2,183.00 "
EV SEL CATH AB,"2,583.00 "
EV SELECT CATH ART L EXTR,"2,183.00 "
EV SELECT CATH ART L EXTR,"2,183.00 "
CV SEL CATH AB,"2,183.00 "
CV SEL CATH AB,"2,183.00 "
CV SELECT CATH ART EXTR,"2,183.00 "
PV SEL CATH AB 3RD,"2,183.00 "
PV SEL CATH AB 3RD,"2,183.00 "
PV SEL CATH AB 3RD,"2,183.00 "
PV SEL CATH AB 3RD,"2,183.00 "
PV SEL CATH AB 3RD,"2,583.00 "
PV SEL CATH AB 3RD,"2,183.00 "
EV ADDL 2ND 3RD ORD AB,953.00 
EV ADDL 2ND 3RD ORD AB,953.00 
CV ADL 2ND3RD ORD AB,953.00 
CV ADL 2ND3RD ORD AB,953.00 
PV ADL 2ND3RD ORD AB,953.00 
PV ADDL 2ND3RD ORD AB,953.00 
PV ADL 2ND3RD ORD AB,953.00 
PV ADL 2&3 ORD AB,953.00 
EV INS CATH REN ART 1ST U,"5,546.00 "
EV INS CATH REN ART 1ST U,"5,546.00 "
CV INS CATH REN ART 1ST U,"5,546.00 "
CV INS CATH REN ART 1ST U,"5,546.00 "
CV INS CATH REN ART 1ST U,"5,546.00 "
CV INS CATH REN ART 1ST U,"5,546.00 "
PV INS CATH REN ART 1ST U,"5,546.00 "
PV INS CATH REN ART 1ST U,"5,546.00 "
PV INS CATH REN ART 1ST U,"5,546.00 "
PV INS CATH REN ART 1ST,"5,546.00 "
EV INS CATH REN ART 1ST B,"6,965.00 "
CV INS CATH REN ART 1ST B,"6,965.00 "
CV INS CATH REN ART 1ST B,"6,965.00 "
PV INS CATH REN ART 1ST B,"6,965.00 "
EV INS CATH REN ART 2ND+,"5,479.00 "
EV INS CATH REN ART 2ND+,"5,479.00 "
CV INS CATH REN ART 2ND+,"5,479.00 "
CV INS CATH REN ART 2ND+_,"5,479.00 "
PV INS CATH REN ART 2ND+,"5,479.00 "
PV INS CATH REN ART 2ND+,"5,479.00 "
PV INS CATH REN ART 2ND+,"5,479.00 "
PV INS CATH REN ART 2ND+,"5,479.00 "
EV INS CATH REN ART 2ND+,"5,265.00 "
CV INS CATH REN ART 2ND+,"5,265.00 "
PV INS CATH REN ART 2ND+,"5,265.00 "
PV DIRECT INJ JUG VEIN,794.00 
MIDLINE INSERTION 3/> YRS,75.00 
GI VENIPUNCTURE,29.00 
VENIPUNCTURE,29.00 
VENIPUNCTURE,29.00 
CAPILLARY BLOOD DRAW,29.00 
BLOOD ADMIN,805.00 
IR LASER ABLTN EXT VEIN 1,"2,725.00 "
IR LASER ABLTN EXT VEIN 1,"2,725.00 "
PV PERC PORTAL VEIN,986.00 
VENOUS SAMPLING,"1,271.00 "
PV VENOUS SAMPLING,"1,271.00 "
PV VENOUS ORGAN BLD SAMPL,"1,571.00 "
PV VENOUS SMAPLING,"1,571.00 "
CATH OF UMBILICAL VEIN FO,275.00 
THERAPEUTIC WBC REMOVAL,"2,109.00 "
PLASMA EXCHANGE,"2,873.00 "
INS NON-TUNN CTRL CVC <5Y,"2,340.00 "
ICU INS NON-TUNNL CV CATH,"2,340.00 "
EV INS NON TUNNL CV CATH,"2,340.00 "
GI INS NON-TUNN CNTRL CVC,"2,340.00 "
INS NON-TUNN CNTRL CVC 5Y,"2,340.00 "
RPL PICC W/PORT/PMP SAME,"2,140.00 "
INS NON-TUNN CNTRL CVC 5Y,"2,340.00 "
CV INS NON-TUNNL CA 5YR/>,"2,340.00 "
CV INS NON-TUN CVC.5,"2,340.00 "
PV INS NON-TUN CTRL CVC 5,"2,340.00 "
PV INS NON TUN CVC.5,"2,340.00 "
US INS NON-TUNNEL CV CATH,"2,340.00 "
PV TUNNELD CVC WO SUBQ,"4,317.00 "
PV TUNLED CVC WO SQ,"4,317.00 "
EV INS TUNELED CVAD W POR,"5,585.00 "
INS TUN CTRL CVADW/PORT 5,"5,585.00 "
CV INS TUNNL CVAD W/PORT,"5,585.00 "
PV INS TUN CTRL CVADW/POR,"5,585.00 "
PV INS TUNNLD CVAD W PORT,"5,585.00 "
PV INSERT CV CATH,"6,063.00 "
PV INS TUNL CVAD 2 CATH S,"3,936.00 "
PV INS TUNL CVAD 2 CATH S,"3,936.00 "
PV INS TUNN CVAD 2 CATHS,"6,063.00 "
ATTMPT INSJ PICC <5 YR W/,"1,869.00 "
ATTMPT INSJ PICC <5 YR W/,"1,869.00 "
INSJ PICC <5 YR W/O IMAGI,"1,869.00 "
INSJ PICC <5 YR W/O IMAGI,"1,869.00 "
INSJ PICC <5 YR W/O IMAGI,"1,869.00 "
INSJ PICC 5 YR+ W/O IMAGI,"2,178.00 "
ATTEMPT INSJ PICC 5 YR+ W,"2,178.00 "
INSJ PICC 5 YR+ W/O IMAGI,"2,178.00 "
INSJ PICC 5 YR+ W/O IMAGI,"2,178.00 "
IR INSJ PICC 5 YR+ W/O IM,"1,878.00 "
IR INSJ PICC 5 YR+ W/O IM,"2,178.00 "
IR INSJ PICC 5 YR+ W/O IM,"2,178.00 "
IR INSJ PICC 5 YR+ W/O IM,"2,178.00 "
PV INS TUNL CVAD PERIPHER,"4,321.00 "
RPR CV ACSS CATH WO PRT,"1,748.00 "
RPR CV ACSS CATH W/O PRT/,"1,748.00 "
PV RPR CV ACS CATH WO PT,"1,748.00 "
PV RPL CATHETER ONLY,"3,790.00 "
RPL NON-TUNN CVC W/O PRT/,"1,616.00 "
PV RPL NON-TUN CVC WO PT,"1,616.00 "
PV RPL TUNNELED CV CATH,"3,601.00 "
PV REPL TUNNELED VAD W PO,"5,120.00 "
COMPL RPLCMT PICC RS&I,"1,616.00 "
COMPL RPLCMT PICC RS&I,"1,616.00 "
COMPL RPLCMT PICC RS&I,"1,616.00 "
IR COMPL RPLCMT PICC RS&I,"1,616.00 "
PV REPL PERIPH VAD W PORT,"4,245.00 "
REMV TUNN CVC WO SUBQ,"1,987.00 "
PV REMV TUNN CVC W/O SUBQ,"1,987.00 "
EV REM TUNELED CVAD W POR,"2,978.00 "
CV REM TUNNELED CVD W POR,"2,978.00 "
PV REMV TUNN VAD W SUBQ,"2,978.00 "
ED COLLECT BLOOD VENOUS D,140.00 
2N COLLECT BLOOD VENOUS D,140.00 
ICU COLLECT BLOOD VENOUS,140.00 
GI COLLECT BLOOD VENOUS D,140.00 
CV COLLCT BLOOD VENOUS DE,140.00 
PV COLLCT BLOOD VENOUS DE,140.00 
ICU COLLECT BLOOD FROM PI,125.00 
GI COLLECT BLOOD FROM PIC,125.00 
CV COLLECT BLOOD FM PICC,125.00 
PV COLLCT BLOOD FM PICC,125.00 
4S DECLOT CATH OR VASC DE,442.00 
ED DECLOT CATH OR VASC DE,442.00 
6S DECLOT CATH OR VASC DE,442.00 
2N DECLOT CATH OR VASC DE,442.00 
ICU DECLOT CATH OR VASC D,442.00 
GI DECLOT CATH OR VASC DE,442.00 
PM DECLOT CATH OR VASC DE,442.00 
PM DECLOT CATH/VASC DEVIC,442.00 
PV MECH REMV PERICATH MAT,"3,162.00 "
PV MCH REM INTRALUM OBST,"2,041.00 "
CV REPOSIT CVC W FLUORO,"2,041.00 "
PV REPOS CVC FLUORO,"2,041.00 "
PV REPOSIT CVC W FLUORO,"2,041.00 "
INJ W/FLUOR EVAL CV DEVIC,624.00 
PV INJ W/FLUOR; EVAL CV,624.00 
ARTERIAL PUNCTURE,141.00 
ARTERIAL PUNCTURE,141.00 
ARTERIAL CATHETERIZATION,476.00 
ARTERIAL CATHETERIZATION,476.00 
CV ART LINE,476.00 
CV ART LINE,476.00 
IPO UMBIL CATH NB FOR DX,233.00 
INTRAOSSEOUS INFUSN,387.00 
EV THRMBCTMY AVF DIALYS G,"4,876.00 "
EV INTRO CATH DIALYSIS CI,"3,720.00 "
IR INTRO CATH DIALYSIS CI,"3,720.00 "
INTRO CATH DIALYSIS CIRCU,"7,000.00 "
IR INTRO CATH DIALYSIS CI,"11,075.00 "
THRMBC/NFS DIALYSIS CIRCU,"5,564.00 "
IR THRMBC/NFS DIALYSIS CI,"11,075.00 "
PV THRMBC/NFS DIALYSIS CI,"15,400.00 "
EV BALO ANGIOP CTR DIALYS,"3,500.00 "
IR BALO ANGIOP CTR DIALYS,"3,500.00 "
STENT PLMT CTR DIALYSIS S,"1,010.00 "
IR DIALYSIS CIRCUIT EMBOL,"1,010.00 "
EV IPO INSERT HEPATIC SHU,"8,187.00 "
PV IPO INSERT HEPATIC SHU,"8,187.00 "
EV REMOVE HEPATIC SHUNT,"8,187.00 "
PV REMOVE HEPATIC SHUNT,"8,187.00 "
EV PRIM ART MECH TRHOMBEC,"6,588.00 "
EV PRIM ART M-THRMBC 1ST,"6,588.00 "
CV PRIM ART MECH THROMBEC,"6,588.00 "
PV PRIM ART MECH THROMB,"6,588.00 "
PV PRIM ART M-THRMBC 1ST,"6,157.00 "
EV PRIM ART M-THRMBC SBSQ,"6,375.00 "
PV PRIM ART M-THROMB ADD,"6,375.00 "
EV SEC ART M-THROMB ADDON,"6,375.00 "
CV SEC ART M-THROMB ADDON,"6,375.00 "
PV SEC ART M-THROMBECT AD,"6,375.00 "
PV VENOUS MECH THROMBECTO,"4,989.00 "
PV VENOUS MECH THROMBECTO,"5,289.00 "
PV VENOUS M-THROMBCTMY AD,"4,900.00 "
PV VENOUS M-THROMBCTMY AD,"4,600.00 "
EV INS ENDOVAS VENA CAVA,"8,923.00 "
INS ENDOVAS VENA CAVA FIL,"8,923.00 "
CV INS ENDOVAS VENA CAVA,"8,923.00 "
PV INS ENDOVAS VENA CAVA,"8,923.00 "
PV INS ENDOVAS VENA CAVA,"8,923.00 "
PV REDO ENDOV VEN CAV FLT,"2,967.00 "
EV REM ENDOVAS VENA CAVA,"3,778.00 "
REM ENDOVAS VENA CAVA FIL,"3,778.00 "
PV REMOVE INTRVAS FOREIGN,"2,773.00 "
REMOVE INTRVAS FOREIGN BO,"2,773.00 "
PV TRANSCATH BIOPSY,"4,080.00 "
CV THROMBOLYTIC ART THERA,"4,380.00 "
PV THROMBO ART THER INITI,"4,080.00 "
PV THROMBO ART THER INITI,"4,380.00 "
PV THROMBO ART THER INIT,"4,080.00 "
PV THROMBOLYTIC VENOUS TH,"4,763.00 "
PV THROMBO VEN THER INITI,"4,763.00 "
PV THROMBO VEN THER INITI,"4,963.00 "
PV THROMBL ART/VEN THER S,"2,869.00 "
PV THROMBLYTIC ART/VEN TH,"3,069.00 "
CV CESSJ THER CATH REMOVE,"3,543.00 "
PV CESSJ THERAPY CATH REM,"3,443.00 "
PV CESSJ THER CATH REMOVE,"3,443.00 "
EV IPO STENT PLACEMT RETR,"14,977.00 "
EV IPO STENT PLACEMT ANTE,"7,489.00 "
EV ILIAC REVASC,"10,837.00 "
EV ILIAC REVASC,"10,837.00 "
EV ILIAC REVASC,"10,837.00 "
EV ILIAC REVASC,"10,837.00 "
