Charge Identifier,CDM Description, 2019 Price 
18669,INTRODUCER SHEATH SL2 57CM 406871, $636.00 
18678,INTRODUCER SHEATH PEEL AWAY 10FR X .038 C-PLI-10.0-38, $198.00 
18688,"INTRODUCER SHEATH PINNACLE 6FR X 10CM W/.035"" GW RSS601", $26.00 
18699,INTRODUCER SHEATH PINNACLE 8FR X 25CM RSS805, $63.00 
18700,"INTRODUCER SHEATH PINNACLE 8FR X 10CM W/.035"" GW RSS801", $26.00 
18705,"INTRODUCER SHEATH PINNACLE 9FR X 10CM W/.035"" GW RSS901", $26.00 
18751,IRIS SCISSOR SERRATED BLADE, $304.00 
18970,IMPLANT K-WIRE DIAMOND 2 ENDS 1.6MM X 229MM 0186-003-79, $21.00 
18982,IMPLANT K-WIRE DIAMOND 2 ENDS 0.9MM X 229MM 0186-001-79, $21.00 
18983,IMPLANT K-WIRE DIAMOND 2 ENDS 1.1MM X 229MM 0186-002-79, $21.00 
18987,IMPLANT K-WIRE THREADED DIAMOND BOTH ENDS 1.1MM X 22.9CM 0262-012-00, $48.00 
18989,IMPLANT K-WIRE TI 1.6MM 492.16, $33.00 
18992,IMPLANT K-WIRE TROCAR POINT 0.6MM X 70MM 292.06, $25.00 
19176,IMPLANT CRANIOPLASTY KIT 75PPM (EA CONTAINS 2 VIALS) 431280," $2,354.00 "
19442,CATHETER DRAINAGE NEPHROMAX 10-12/7/55 210-118, $783.00 
21969,"IMPLANT MESH PROLENE 6"" X 6"" PMH", $144.00 
21971,"IMPLANT MESH PROLENE HERNIA ONLAY 2-5/32"" X 4-15/16"" CONNECTOR 3/4"" X 1/2"" UNDERLAY 3-15/16"" DIAM PHSE", $820.00 
21972,"IMPLANT MESH PROLENE HERNIA LGE 4"" PHSL", $820.00 
21985,"IMPLANT MESH VICRYL KNITTED 12"" X 12"" VKML"," $2,327.00 "
22044,IMPLANT EMBOLIC CONTOUR 355-500 MICRONS VIAL 760045, $430.00 
22063,SNARE GOOSENECK MICRO AMPLATZ 7MM X 175CM SK700," $1,920.00 "
22130,IMPLANT ANCHOR QUICK W/SUTURE GII QA+ #2 ETH CP-2 212034," $1,221.00 "
23219,IMPLANT PLATE NEXGEN PRECOAT STEMMED TIBIAL SZ 7 5980-057-01," $2,100.00 "
23665,"IMPLANT COIL EMBOLI MICRO HILAL .018"" X 0.5CM ST MWCE-18-0.5-0-HILAL G04524", $300.00 
23690,IMPLANT EYE OIL SILICONE ADATOSIL 10ML ES5000," $1,197.00 "
23960,CATHETER BALLOON XXL 12MM X 4MM X 120CM 14-511/M001145110, $735.00 
24979,IMPLANT GRAFT PATCH DACRON SAUVAGE 007829, $380.00 
24980,IMPLANT GRAFT PATCH TEFLON FELT 6 X 6 007837, $301.00 
25215,IMPLANT PERIGUARD REG BOVINE PC-1225," $2,748.00 "
25230,IMPLANT CATHETER PERITONEAL DIALYSIS CURLED 62CM 8811313010, $226.00 
25374,IMPLANT PIN HOFFMAN S/D 5MM X 150MM 5018-5-150, $420.00 
25473,IMPLANT PIN STEINMANN 3/32 THREADED 0262-006-04, $48.00 
25492,IMPLANT PIN 4MM X 150MM 5023-5-150, $348.00 
25500,"IMPLANT PIN STEINMANN DIAMOND TIP 1 END 5/64"" 2MM X 22.9CM 0187-001-69", $29.00 
25521,IMPLANT PIN APEX 1/2 S/D S/T 5MM X 180MM 50MM THRD 5018-6-180, $420.00 
25730,IMPLANT PLATE DHS 5-HOLES/94MM 135 DEG NSTRL STD BARREL 281.150," $1,620.00 "
25733,IMPLANT PLATE KLS MARTIN 6-H  25-306-00-91, $258.00 
25735,IMPLANT PLATE MICRO L-SHAPE LFT MED 25-310-70-91, $454.00 
25948,IMPLANT PLATE DHS 4-HOLES/78MM 140 DEG NSTRL STD BARREL 281.240," $1,825.00 "
25953,IMPLANT PLATE DHS 4-HOLES/78MM 135 DEG NSTRL STD BARREL 281.140," $1,620.00 "
25999,IMPLANT PLATE L-BUTTRESS 9-HOLE 181MM LFT 240.58," $2,399.00 "
26006,IMPLANT PLATE RECON 3.5MM 9-HL 445.19," $1,570.00 "
26281,IMPLANT PLATE 4 HOLE LONG BSSO 210-0082," $1,061.00 "
26302,IMPLANT PLATE BSSO 4 HOLE LONG 214-0082," $1,079.00 "
26304,IMPLANT PLATE BURR HOLE 1.7 SET 5405170, $596.00 
26505,"IMPLANT MESH MARLEX PLUG PERFIX LGE 1.6"" X 1.9 "" 0112970", $408.00 
26506,"IMPLANT MESH MARLEX PLUG PERFIX XLG 1.6"" X 2.0"" 0112780", $495.00 
26518,IMPLANT PLUG BONE LGE 6215-5-021, $391.00 
26616,IMPLANT PORT MRI PLASTIC LOW PROFILE 6.6FR SNGL LUMEN CATH 0603880, $540.00 
26620,IMPLANT PORT MRI PLASTIC  8.0FR SNGL LUMEN OPEN END CATH (W/INTRO SYSTEM #0601460)  0605420, $570.00 
28490,RELOAD STAPLER PROXIMATE 90MM TRH90, $153.00 
28491,RELOAD UNIT LINEAR STAPLER 30MM XR30B, $119.00 
28492,RELOAD UNIT LINEAR STAPLER 60MM XR60B, $128.00 
28493,RELOAD UNIT VASCULAR XR30V, $123.00 
28829,IMPLANT RESTRICTOR BUCK CEMENT 25.0MM 129419, $326.00 
28891,SNARE GOOSENECK MICRO AMPLATZ 2MM LOOP SK200," $1,920.00 "
28947,IMPLANT RING HEART VALVE COSGROVE 4600-28MM," $5,100.00 "
28948,IMPLANT RING HEART VALVE COSGROVE 4600-30MM," $5,100.00 "
28949,IMPLANT RING HEART VALVE COSGROVE 4600-32MM," $5,100.00 "
28950,IMPLANT RING HEART VALVE COSGROVE 4600-34MM," $5,100.00 "
28957,IMPLANT RING HEART VALVE PHYSIO 28MM 4450M28," $6,300.00 "
28986,IMPLANT FALLOPE RING BAND 30 PROCEDURE FRB-30, $251.00 
29599,IMPLANT SCREW CORTEX 1.3MM X 8MM 400.688, $264.00 
29651,IMPLANT SCREW CORTEX S/T 3.5MM X 18MM 204.818, $71.00 
29655,IMPLANT SCREW CNCLS FULL THRD 4.0MM X 18MM 206.018, $59.00 
29683,IMPLANT SCREW TI CANN 4.5MM X 50MM 414.550, $638.00 
29690,IMPLANT SCREW CORTEX S/T 4.5MM X 26MM 214.826, $71.00 
29691,IMPLANT SCREW CORTEX S/T 4.5MM X 28MM 214.828, $71.00 
29694,IMPLANT SCREW CORTEX S/T 4.5MM X 34MM 214.834, $71.00 
29695,IMPLANT SCREW CORTEX S/T 4.5MM X 36MM 214.836, $71.00 
29696,IMPLANT SCREW CORTEX S/T 4.5MM X 38MM 214.838, $71.00 
29697,IMPLANT SCREW CORTEX S/T 4.5MM X 40MM 214.840, $71.00 
29700,IMPLANT SCREW CORTEX S/T 4.5MM X 46MM 214.846, $71.00 
29783,IMPLANT SCREW CANC FULL THREAD 4.0MM X 30MM 345430, $65.00 
29789,IMPLANT SCREW HIP TI LOW PROFILE 6.5MM X 40MM 103535, $300.00 
29799,IMPLANT SCREW TRILOGY S/T 6.5MM X 30MM 6250-065-30, $150.00 
29800,IMPLANT SCREW TRILOGY S/T 6.5MM X 20MM 6250-065-20, $150.00 
29801,IMPLANT SCREW TRILOGY S/T 6.5MM X 25MM 6250-065-25, $150.00 
29802,IMPLANT SCREW TRILOGY S/T 6.5MM X 35MM 6250-065-35, $150.00 
29803,IMPLANT SCREW TRILOGY S/T 6.5MM X 40MM 6250-065-40, $150.00 
29804,IMPLANT SCREW TRILOGY S/T 6.5MM X 50MM 6250-065-50, $150.00 
29832,IMPLANT SCREW CNCLS PARTIAL THRD 4.0MM X 35MM 207.035, $55.00 
29842,IMPLANT SCREW CNCLS 6.5MM X 25MM 2030-6525-1, $391.00 
29843,IMPLANT SCREW CNCLS 6.5MM X 30MM 2030-6530-1, $391.00 
29851,IMPLANT SCREW CERV EXPANSION 12MM 487.042, $717.00 
29860,IMPLANT SCREW CNCLS FULL THRD 4.0MM X 14MM 206.014, $59.00 
29862,IMPLANT SCREW CNCLS FULL THRD 4.0MM X 16MM 206.016, $59.00 
29872,IMPLANT SCREW CNCLS PARTIAL THRD 4.0MM X 28MM 207.028, $55.00 
29878,IMPLANT SCREW CNCLS FULL THRD 4.0MM X 40MM 206.040, $59.00 
29880,IMPLANT SCREW CNCLS FULL THRD 4.0MM X 45MM 206.045, $59.00 
29881,IMPLANT SCREW CNCLS PARTIAL THRD 4.0MM X 45MM 207.045, $55.00 
29885,IMPLANT SCREW CNCLS FULL THRD 4.0MM X 60MM 206.060, $59.00 
29927,IMPLANT SCREW CANN LONG THRD 3.0MM X 30MM 202.730, $633.00 
29931,IMPLANT SCREW CANN SHORT THRD 3.0MM X 30MM 202.630, $633.00 
29999,IMPLANT SCREW CANN 7.0MM X 100MM 32MM THRD 209.100, $846.00 
30012,IMPLANT SCREW CANN 7.3MM X 80MM 16MM THRD 208.880, $802.00 
30013,IMPLANT SCREW CANN 7.3MM X 85MM 16MM THRD 208.885, $802.00 
30014,IMPLANT SCREW CANN 7.3MM X 90MM 16MM THRD 208.890, $802.00 
30020,IMPLANT SCREW CANN 7.3MM X 25MM 16MM THRD  208.925, $802.00 
30024,IMPLANT SCREW CANN 7.3MM X 55MM 32MM THRD 209.855, $802.00 
30069,IMPLANT SCREW CORTEX PARTIAL THRD 3.5MM X 24MM 205.024, $587.00 
30079,IMPLANT SCREW CORTEX PARTIAL THRD 3.5MM X 34MM 205.034, $587.00 
30081,IMPLANT SCREW CORTEX PARTIAL THRD 3.5MM X 36MM 205.036, $587.00 
30086,IMPLANT SCREW CORTEX PARTIAL THRD 3.5MM X 40MM 205.040, $587.00 
30091,IMPLANT SCREW CORTEX PARTIAL THRD 3.5MM X 46MM 205.046, $587.00 
30094,IMPLANT SCREW CANN FULL THRD 3.5MM X 48MM 205.248, $604.00 
30095,IMPLANT SCREW CORTEX PARTIAL THRD 3.5MM X 50MM 205.050, $587.00 
30096,IMPLANT SCREW CANN FULL THRD 3.5MM X 50MM 205.250, $604.00 
30311,IMPLANT SCREW CORTEX 4.5MM X 38MM 214.038, $54.00 
30360,IMPLANT SCREW DHS LAG 12.7MM X 105MM STRL 280.305," $1,241.00 "
30372,IMPLANT SCREW DHS LAG 95MM 280.295," $1,085.00 "
30559,IMPLANT SCREW LAG DHS 110MM 280.310," $1,031.00 "
30585,IMPLANT SCREW 1.8MM 497.78, $90.00 
30603,IMPLANT SCREW MALLEOLAR 25MM 215.25, $104.00 
30682,IMPLANT SCREW SCHANZ S/D 5.0MM X 150MM THRD 60MM 294.784, $587.00 
30694,IMPLANT SCREW S/T 1 X 8MM 400.528*, $253.00 
30732,IMPLANT SCREW SYN TIT 2.7MM X 12MM 402.812, $135.00 
30733,IMPLANT SCREW CORTEX S/T TI 2.7MM X 14MM 402.814, $135.00 
30736,IMPLANT SCREW CORTEX S/T TI 2.7MM X 20MM 402.820, $106.00 
30743,IMPLANT SCREW CORTEX S/T TI 2.7MM X 34MM 402.834, $135.00 
30744,IMPLANT SCREW CORTEX S/T TI 2.7MM X 36MM 402.836, $135.00 
30787,IMPLANT SCREW S/T TI 3.5MM X 14MM 404.814, $77.00 
30793,IMPLANT SCREW SYN TIT 3.5MM 404.826, $77.00 
30794,IMPLANT SCREW SYN TIT 3.5MM 404.828, $77.00 
30798,IMPLANT SCREW SYN TIT 3.5MM 404.836, $77.00 
30809,IMPLANT SCREW CNCLS FULL THRD 4.0MM X 20MM 406.020, $59.00 
30810,IMPLANT SCREW CNCLS FULL THRD 4.0MM X 22MM 406.022, $64.00 
30811,IMPLANT SCREW CNCLS FULL THRD 4.0MM X 24MM 406.024, $64.00 
30908,IMPLANT SCREW HIP TI LOW PROFILE 6.5MM X 25MM 103532, $300.00 
30923,IMPLANT SCREW AUTODRIVE 1.6MM X 4MM 211-1604, $281.00 
30943,IMPLANT SCREW AUTODRIVE 2.0MM X 8MM 211-2008, $281.00 
30966,IMPLANT SCREW TI LOW PROFILE 5MM X 25MM 113845, $150.00 
30969,IMPLANT SCREW TI LOW PROFILE 5MM X 20MM 113844, $150.00 
30973,IMPLANT SCREW HIP TI LOW PROFILE 6.5MM X 15MM 103530, $300.00 
30975,IMPLANT SCREW HIP TI LOW PROFILE 6.5MM X 20MM 103531, $300.00 
30986,IMPLANT SCREW AUTODRIVE 2.0MM X 4MM 211-2004, $281.00 
30987,IMPLANT SCREW AUTODRIVE 2.0MM X 5MM 211-2005, $281.00 
31062,IMPLANT SCREW CANN SHORT THRD 4.0MM X 26MM 207.626, $611.00 
31063,IMPLANT SCREW CANN SHORT THRD 4.0MM X 32MM 207.632, $611.00 
31109,IMPLANT SCREW CORTEX S/T 3.5MM X 30MM 204.830, $71.00 
31110,IMPLANT SCREW CORTEX S/T 3.5MM X 34MM 204.834, $71.00 
31116,IMPLANT SCREW CORTEX S/T 3.5MM X 36MM 204.836, $71.00 
31117,IMPLANT SCREW CORTEX S/T 3.5MM X 45MM 204.845, $71.00 
31118,IMPLANT SCREW CORTEX S/T 3.5MM X 32MM 204.832, $71.00 
31119,IMPLANT SCREW CORTEX S/T 3.5MM X 14MM 204.814, $71.00 
31120,IMPLANT SCREW CORTEX S/T 3.5MM X 16MM 204.816, $71.00 
31121,IMPLANT SCREW CORTEX S/T 3.5MM X 20MM 204.820, $71.00 
31124,IMPLANT SCREW CORTEX S/T 3.5MM X 26MM 204.826, $71.00 
31128,IMPLANT SCREW CORTEX S/T 3.5MM X 60MM 204.860, $71.00 
31221,IMPLANT SCREW CORTEX S/T 3.5MM X 28MM 204.828, $71.00 
31223,IMPLANT SCREW CORTEX S/T 3.5MM X 50MM 204.850, $71.00 
31224,IMPLANT SCREW CORTEX S/T 3.5MM X 40MM 204.840, $71.00 
31226,IMPLANT SCREW STD 2.4MM X 6MM 206-2406, $281.00 
31236,IMPLANT SCREW TI CANN 4.5MM X 44MM 414.544, $688.00 
31648,"GASTROINTESTINAL SUTURE ANCHOR SET COPE 17GA X 12CM INTRODUCER .035"" X 75CM GUIDEWIRE GIAS-100  G04474", $220.00 
31674,CATHETER DRAINAGE THAL-QUICK ABSCESS 20FR TQAS-2000-J G06345, $365.00 
31675,CATHETER DRAINAGE THAL-QUICK ABSCESS 28FR TQAS-2800-J G06354, $365.00 
31743,INTRODUCER SHEATH CHECK-FLO RTPS 100 9FR 38CM 263544 G13160, $264.00 
31767,"INTRODUCER SHEATH CHECK-FLO BALKIN 6FR .038"" KCFW+-6.0-38-40-RB-BLKN G10383", $203.00 
31768,"INTRODUCER SHEATH CHECK-FLO BALKIN 7FR .038"" KCFW-7.0-38-40-RB-BLKN  G10384", $203.00 
31781,INTRODUCER SHEATH PINNACLE 6FR X 10CM RSS603, $25.00 
31787,INTRODUCER SHEATH PINNACLE 5FR X 10CM RSS503, $25.00 
31789,INTRODUCER SHEATH PINNACLE 7FR X 10CM RSS703, $25.00 
31790,INTRODUCER SHEATH PINNACLE 8FR X 10CM RSS803, $25.00 
32119,"IMPLANT SHUNT ARTERIAL CATHETER TYPE ""E""  821676", $720.00 
32124,IMPLANT EAR SHUNT LENS AUSTIN ENDOLYMPH 1156404, $671.00 
32137,INTRODUCER SHEATH 6FR X 90CM CL-07690, $389.00 
32556,SNARE GOOSENECK AMPLATZ 35MM LOOP 120CM GN3500, $915.00 
32557,SNARE GOOSENECK AMPLATZ 15MM LOOP 120CM GN1500, $915.00 
32565,SNARE GOOSENECK AMPLATZ 5MM LOOP 120CM GN0500, $915.00 
34045,IMPLANT STENT URETERAL AMPLATZ 10.2FR X 24CM UTSSW-10.2-24-AMP-RH G09713, $412.00 
34093,IMPLANT STENT URINARY DIVERSION 7FR X 90CM 089007, $324.00 
34096,IMPLANT STENT COTTON-LEUNG AMSTERDAM BILIARY 7CM 10FR CLSO-10-7 G21469, $213.00 
34097,IMPLANT STENT COTTON-LEUNG AMSTERDAM BILIARY 10FR 9CM CLSO-10-9 G21474, $213.00 
34098,IMPLANT STENT COTTON-LEUNG AMSTERDAM BILIARY 10FR 12CM CLSO-10-12 G21810, $213.00 
34099,IMPLANT STENT COTTON-LEUNG AMSTERDAM BILIARY 10FR 15CM CLSO-10-15 G21813, $213.00 
34107,IMPLANT STENT COTTON-LEUNG AMSTERDAM BILIARY 7FR 12CM CLSO-7-12 G21983, $213.00 
34109,IMPLANT STENT COTTON-LEUNG AMSTERDAM BILIARY 7FR 5CM CLSO-7-5 G21681, $213.00 
34116,IMPLANT STENT PANCREATIC GEENEN 5FR 3CM GPSO-5-3 G22107, $213.00 
34160,IMPLANT STENT WALLSTENT TRACHEOBRONCHIAL 11FR 24MM X 40MM X 75CM 40511/H965405110," $4,154.00 "
34197,IMPLANT STENT URETERAL AMPLATZ 8.5FR X 12CM UTSSW-8.5-12-AMP-RH G09989, $412.00 
34211,IMPLANT STENT URETERAL DBL-J CLOSED TIP 6.0FR X 12CM 5201800, $538.00 
34219,IMPLANT STENT URETERAL AMPLATZ 8.5FR X 24CM UTSSW-8.5-24-AMP-RH G09709, $412.00 
34262,IMPLANT STENT URETERAL AMPLATZ 10.2FR X 26CM UTSSW-10.2-26-AMP-RH  G09714, $412.00 
34265,IMPLANT STENT UTETERAL AMPLATZ 8.5FR X 26CM UTSSW-8.5-26-AMP-RH  G09710, $412.00 
35763,"SUTURE SURGICAL STEEL 5 M653G 18"" MONO BS CCS 1/2  CIRCLE NDL CONVENTIONAL CUTTING-STERNUM  NON-ABSORBABLE M653G", $37.00 
35764,"SUTURE SURGICAL STEEL 6 M654G 18"" MONO BS CCS 1/2  CIRCLE NDL CONVENTIONAL CUTTING-STERNUM  NON-ABSORBABLE M654G", $38.00 
36587,IMPLANT EAR T-TUBE DRAIN GOODE 1.14MM SILICONE CLEAR 1016010, $119.00 
36590,IMPLANT EAR T-TUBE DRAIN GROMMET T 10-16020, $111.00 
37292,IMPLANT BREAST TISSUE EXPANDER RECTANGLE 250ML 350-4302M," $1,575.00 "
37295,IMPLANT BREAST TISSUE EXPANDER FULL HEIGHT 750ML 133FV15," $3,390.00 "
37374,IMPLANT BREAST TISSUE EXPANDER ELLIPTICAL 75ML 350-5303M," $1,575.00 "
37623,"GUIDEWIRE MICRO TRANSCEND 0.010""X 61CM X 205CM 46-802"," $1,323.00 "
37627,"CATHETER KIT CENTRAL VENOUS SNGL LUMEN 0.032"" 20CM 16FR  SAFETY W/ARROWGARD BLUE FLEX TIP CATH CDC-24301-1A", $193.00 
37712,CATHETER TRAY COUDE 16FR RR LTX 770715, $9.00 
37730,THORACENTESIS TRAY W/DRUG DISP AK-01000, $140.00 
37783,IMPLANT PORT LOW PROFILE SLIMPORT 7FR DUAL LUMEN ROSENBLATT 0654970, $915.00 
37939,IMPLANT SCREW TRILOGY S/T 6.5MM X 15MM 6250-065-15, $150.00 
38212,TUBE JEJUNOSTOMY FEEDING 14 FR 9ML BALLOON 0301-14, $546.00 
38359,IMPLANT EAR T-TUBE DRAIN EUSTACIAN TYPE II, $65.00 
38360,IMPLANT EAR TUBE EUSTACIAN SHEEHY POLYCEL TOP 1156363, $700.00 
38361,IMPLANT EAR TUBE TEFLON COLLAR BUTTON 1.27MM, $35.00 
39093,IMPLANT VALVE DELTA LEVEL 1 42822," $3,782.00 "
39094,IMPLANT VALVE DELTA LEVEL 1.5 42823," $4,449.00 "
39176,IMPLANT VALVE MITRAL 25MM ST JUDE 25MJ-501," $11,685.00 "
39187,IMPLANT VALVE MITRAL 31MM ST JUDE 31MJ-501," $11,685.00 "
39188,IMPLANT VALVE MITRAL 33MM ST JUDE 33MJ-501," $11,685.00 "
39548,IMPLANT STENT WALLSTENT ENDO 10FR 20MM X 80MM  X 75CM 40432," $7,293.00 "
39644,IMPLANT WASHER 13.0MM 219.99, $88.00 
39943,CATHETER URETERAL OPEN ENDED 5FR 70CM 020015  G14274, $30.00 
39992,"IMPLANT C-WIRE SPADE TIP 0.035"" X 5"" (ORDERI N 50'S) 5050-042", $17.00 
39993,"IMPLANT C-WIRE SPADE TIP 0.045"" X 5"" (ORDER IN 50'S) 5050-043", $17.00 
40002,IMPLANT PIN STEINMANN DIAM END 2.4MM (3/32) 0187-002-69, $29.00 
41525,CUTTER LINEAR 100MM TLC10, $599.00 
41545,CUTTER RELOAD LINEAR BLUE 100MM TCR10, $315.00 
41563,IMPLANT K-WIRE DIAMOND 1 END 0.9MM X 229MM 0186-001-69, $21.00 
41566,IMPLANT PIN STEINMANN 2.8MM X 229MM DIAM END 0187-003-69, $29.00 
41767,"GUIDEWIRE 0.45 X 6"" SNGL TROCAR  WS-1106-ST", $54.00 
41778,IMPLANT EAR TUBE VENT SHEA PARASOL SILICONE .040 24-0036, $57.00 
42430,IMPLANT VALVE MITRAL 27MM ST JUDE 27MJ-501," $11,685.00 "
42436,IMPLANT VALVE MITRAL 29MM ST JUDE 29MJ-501," $11,685.00 "
42789,IMPLANT RING HEART VALVE PHYSIO 30MM 4450M30," $6,300.00 "
42791,IMPLANT RING HEART VALVE PHYSIO 32MM 4450M32," $6,300.00 "
42848,IMPLANT GRAFT VASCU-GUARD VASCULAR PATCH 1CM X 6CM BOVINE 3213-0106-0011 VG-0106N, $477.00 
42874,IMPLANT GRAFT HEMASHIELD 22MM X 30CM PLATINUM WOVEN 175422P," $1,833.00 "
42875,IMPLANT GRAFT HEMASHIELD 28MM X 30CM PLATINUM WOVEN 175428P," $1,852.00 "
42876,IMPLANT GRAFT HEMASHIELD 32MM X 30CM PLATINUM WOVEN175432P," $1,852.00 "
42877,IMPLANT GRAFT HEMASHIELD 38MM X 30CM PLATINUM WOVEN 175438P," $1,852.00 "
42878,IMPLANT GRAFT HEMASHIELD 22MM X 60CM PLATINUM WOVEN 175622P," $2,493.00 "
42879,IMPLANT GRAFT HEMASHIELD 28MM X 60CM PLATINUM WOVEN 175628P," $2,492.00 "
42880,IMPLANT GRAFT HEMASHIELD 32MM X 60CM PLATINUM WOVEN175632P," $2,492.00 "
42881,IMPLANT GRAFT HEMASHIELD 38MM X 60CM PLATINUM WOVEN 175638P," $2,493.00 "
42926,IMPLANT RING SEWING APICAL 1065, $625.00 
43265,INTRODUCER SHEATH BRITE TIP 6FR 23CM (ORDER IN 5'S) 401-623M, $75.00 
43266,INTRODUCER SHEATH BRITE TIP 8FR 23CM (ORDER IN 5'S) 401-823M, $75.00 
43343,GUIDE CATHETER 6F.070 XB3 100CM 67005200, $119.00 
43483,GUIDE CATHETER H-STICK 6FR 0.067 100CM 670-278-00, $119.00 
43561,IMPLANT EAR PROSTHESIS SHEEHY PARTIAL OSSICULAR  CHAIN 1156362, $677.00 
43597,IMPLANT HIP RINGLOC SZ 23 105423, $288.00 
43598,IMPLANT HIP SHELL LINER SZ 23 UNIV POROUS ACET 52MM 11-103552," $2,550.00 "
43599,IMPLANT HIP SHELL LINER UNIV POROUS ACET SZ 23 50MM 11-103550," $2,550.00 "
43600,IMPLANT HIP SHELL R/B RINGLOC POROUS ACET SZ 23 52MM 106052," $2,550.00 "
43601,IMPLANT HIP SHELL R/B RINGLOC POROUS ACET SZ 23 50MM 106050," $2,550.00 "
43607,IMPLANT HIP SHELL LINER SZ 23 UNIV POROUS ACET 60MM 11-103560," $2,550.00 "
43608,IMPLANT HIP SHELL LINER UNIV POROUS ACET SZ 23 58MM 11-103558," $2,550.00 "
43609,IMPLANT HIP SHELL LINER SZ 24 UNIV POROUS ACET 56MM 11-103556," $2,550.00 "
43625,IMPLANT KNEE TIB I-BEAM COCR PLATE 71MM 141223," $2,412.00 "
43626,IMPLANT KNEE TIB I-BEAM COCR PLATE 63MM 141221," $2,412.00 "
43628,IMPLANT HIP CUP RINGLOC BI-POLAR 28MM X 54MM 11-165232," $2,178.00 "
43630,IMPLANT KNEE TIB I-BEAM COCR PLATE 83MM 141226," $2,412.00 "
43632,IMPLANT KNEE TIB I-BEAM COCR PLATE 79MM 141225," $2,412.00 "
43634,IMPLANT KNEE TIB I-BEAM COCR PLATE 75MM 141224," $2,412.00 "
43648,IMPLANT KNEE MAXIM PS TIB BRG 12MM X 71/75MM 11-146552," $3,105.00 "
43810,SNARE GOOSENECK AMPLATZ 10MM LOOP 120CM GN1000, $915.00 
43812,SNARE GOOSENECK AMPLATZ 25MM LOOP 120CM GN2500, $915.00 
43831,PERCATANEOUS TREROTOLA THROMBOLYTIC KIT 5FR 65CM CATH W/9MM FRAGMENT BASKET  6FR SHEATHS W/O INTRODUCER PT-45509," $1,997.00 "
43847,CATHETER INFUSION UNIFUSE 5FR X 90CM X 10CM (BX/1) 12401806, $448.00 
43850,CATHETER INFUSION UNIFUSE 5FR X 90CM X 20CM (BX/1) 12401807, $448.00 
43852,CATHETER INFUSION UNIFUSE 5FR X 90CM X 50CM (BX/1) 12401810, $435.00 
43854,CATHETER INFUSION UNIFUSE 5FR X 135CM X 50CM (BX/1) 12401816, $435.00 
43895,"IMPLANT COIL EMBOLI TORNADO .018"" X 4/2MM MWCE-18S-4/2-TORNADO G08357", $330.00 
43896,"IMPLANT COIL EMBOLI TORNADO .018"" X 5/2MM MWCE-18S-5/2-TORNADO G08356", $330.00 
43902,RING TRANSJUGULAR INTRAHEPATIC ACCESS RTPS-100  G06541," $1,498.00 "
43905,"GUIDEWIRE AMPLATZ EXTRA STIFF 0.038"" X 145CM THSF-38-145-AES G03031", $72.00 
43924,"CATHETER DRAINAGE BILIARY 12FR .038"" 40CM ULT12.0-38-40-P-32-S-CLB-RH G09499", $277.00 
43928,"IMPLANT MESH MARLEX FLAT SHEET 10"" X 14"" (1/CS) 0112660", $255.00 
43983,"GUIDEWIRE CURVE .035"" X 145CM X 15MM J G00509", $37.00 
44024,IMPLANT STENT WALLSTENT BILIARY 12MM X 40MM X 75CM 40211," $4,297.00 "
44069,"IMPLANT COIL FIBER PLATINUM COMPLEX/HELICAL 4MM X 7MM X 30MM .018"" 312043/M0013120431", $246.00 
44070,"IMPLANT COIL FIBER PLATINUM COMPLEX/HELICAL 7MM X 4MM X 40MM .018"" 312044/M0013120441", $246.00 
44098,INTRODUCER SHEATH BRITE TIP 6FR 45CM (ORDER IN 2'S) 401-645M, $75.00 
44099,INTRODUCER SHEATH BRITE TIP 7FR 23CM (ORDER IN 5'S) 401-723M, $75.00 
44100,INTRODUCER SHEATH BRITE TIP 7FR 45CM (ORDER IN 2'S) 401-745M, $75.00 
44101,INTRODUCER SHEATH BRITE TIP 8FR 45CM (ORDER IN 2'S) 401-845M, $75.00 
44103,INTRODUCER SHEATH BRITE TIP 9FR 23CM (ORDER IN 5'S) 401-923M, $75.00 
44105,INTRODUCER SHEATH AVANTI 4FR 11CM W/WIRE (ORDER IN 5'S) 402604X, $22.00 
44107,INTRODUCER SHEATH AVANTI 6FR 11CM W/WIRE (ORDER IN 5'S) 402606X, $22.00 
44115,"GUIDEWIRE MICRO STEERABLE SV ST 0.018"" X 180CM 503-558", $189.00 
44168,IMPLANT SCREW CORT 3.5MM X 10MM CO-3100, $243.00 
44169,IMPLANT SCREW CORT 2.7MM X 12MM CO-2712, $243.00 
44170,IMPLANT SCREW CORT 3.5MM X 12MM CO-3120, $243.00 
44172,IMPLANT SCREW CORT 3.5MM X 14MM CO-3140, $243.00 
44173,IMPLANT SCREW CORT 3.5MM X 16MM CO-3160, $243.00 
44174,IMPLANT SCREW CORT 3.5MM X 18MM CO-3180, $243.00 
44175,IMPLANT SCREW CORT 3.5MM X 20MM CO-3200, $243.00 
44220,IMPLANT NEURO CLIP ANEURYSM SUGITA STD 7.0 SLIGHT CVD 9MM 07-940-09," $1,012.00 "
44226,IMPLANT NEURO CLIP ANEURYSM AVM MICROCLIP 5MM 07-932-05, $900.00 
44312,IMPLANT WIRE LUQUE BEADED LOOP 1.22 X 30CM LENGTH 1292-061-00, $103.00 
44346,IMPLANT MESH DYNAMIC 90MM X 90MM X 0.6MM 1.7MM SCREW 5400646," $4,126.00 "
