Code,Description,Price,,,
100648,Cltx Post Ankle Fx W Mnpj,"$1,297.00",,,
100649,Optx Post Ankle Fx,"$2,032.00",,,
100650,Fx Tx Closed Fibula,$711.00,,,
100651,Fx Fib Shaft Prox Clsd W,"$1,250.00",,,
100652,Fx Fib Prox Shaft Open Tr,"$1,761.00",,,
100653,Fx Tx Distal Fibula wo Man,$762.00,,,
100654,Fx Fibular Lat Mall Wman,"$1,090.00",,,
100655,Fx Dist Fib Open Wwo Intext,"$1,923.00",,,
100656,Fx Ankle Bimalleolar wo,$833.00,,,
100657,Fx Bimalleolar Clos Wman,"$1,333.00",,,
100658,Fx Bimalleolar Ankle Open,"$2,417.00",,,
100659,Fx Ankle Trimaleolar Cl,$799.00,,,
100660,Fx Trimalleolar Clowman,"$1,395.00",,,
100661,Fx Trimalleolar Ankle Op,"$2,682.00",,,
100662,Open Tx Ocl Trimalleol,"$3,061.00",,,
100663,Clos Tx Fx Distal Tibia,$849.00,,,
100664,Clos Red Distal Tibia Wa,"$1,615.00",,,
100665,Optxdistal Tibia Wint,"$2,578.00",,,
100666,Optx Tibia Fx,"$3,298.00",,,
100667,Op Tx Fx Wwo Intext Fi,"$3,857.00",,,
100668,Tx Dist Tibfib Jnt Disrup,"$1,760.00",,,
100669,Tx Ankle Dislocat wo An,$950.00,,,
100670,Tx Ankle Dislocation W Anest,"$1,238.00",,,
100671,Fusion Of Ankle Joint Open,"$3,222.00",,,
100672,Amputation Leg Tibiafib,"$2,431.00",,,
100673,Amp Leg  Tibia And Fib,"$1,951.00",,,
100674,Reamputation Leg Tibiaf,"$2,115.00",,,
100675,Unlisted Proc Leg/Ankle,$773.00,,,
100676,Dissection Deep Foot Bfa,"$1,037.00",,,
100677,Incision Bone Cortex Foot,"$1,573.00",,,
100678,Fasciotomy Foot And Or Toe,"$1,104.00",,,
100679,Arthrotomy Wrem Fore Bod,"$1,246.00",,,
100680,Arthrotomy Metatarsophal,"$1,133.00",,,
100681,Exploration Of Toe Joint,$893.00,,,
100682,Tarsal Tunnel Release Foot,"$1,516.00",,,
100683,Exc Foot/Toe Tum Sc > 1.5 cm,"$1,074.00",,,
100684,Exc Foot/Toe Tum Deep >1.5cm,"$1,067.00",,,
100685,Exc Tumor Foot Subcu,$811.00,,,
100686,Exc Foot Tumor Deep Subfa,"$1,103.00",,,
100687,Bx Of Foot Joint Lining,$923.00,,,
100688,Bx Of Toe Joint Lining,$813.00,,,
100689,Fasc Exc Plantat Fascia P,"$1,119.00",,,
100690,Exc InterdiGItal Neuroma,"$1,143.00",,,
100691,Exc Cyst Ganglion Ten Ft,"$1,102.00",,,
100692,Removal Of Toe <,$781.00,,,
100693,Exc Bone Cysttumor Talus,"$1,536.00",,,
100694,Remove/Graft Foot Les,$914.00,,,
100695,Exc Bone Cyst Metatarsal,"$1,303.00",,,
100138,Skin Tissue Rearrangement,"$1,579.00",,,
100139,Skin Tissue Rearrange H/H/F,"$1,462.00",,,
100140,Skin Tissue Rearrangement,"$1,603.00",,,
100141,Wnd Prep, Ch/Inf, Trk/Arm/Lg,$742.00,
100142,Pinch Graft Up To 2cm,"$1,019.00",,,
100143,Split Graft T/L/A <= 100 Sq cm,"$1,810.00",,,
100144,Epidrm Autogrft T/L/A,"$2,004.00",,,
100145,Graft Full Thickfree =<20cm,"$1,518.00",,,
100146,Graftfull Thick 20cm Scalparms,"$1,394.00",,,
100147,Skin Full Graft Add-On,$388.00,,,
100148,Skn Graft Full Thick 20cm Face,"$1,728.00",,,
100149,Skin Full Graft,"$1,675.00",,,
100150,Skin Sub Graft Trnk/Arm/Leg,$340.00,,,
100151,Skin Sub Graft T/A/L Add-On,$60.00,,,
100152,Skin Sub Graft Face/Nk/Hf/G,$369.00,,,
100153,Skin Sub Graft F/N/Hf/G Addl,$72.00,,,
100154,Graft Muscle Trunk,"$3,636.00",,,
100155,Graft Muscle Lower Ext,"$3,770.00",,,
100156,Acellular Derm Matrix Implt,$441.00,,,
100157,Exc Excessive Skin/Subq Tiss,"$3,661.00",,,
100158,Excise Excessive Skin Tissue,"$1,903.00",,,
100159,Exc Excessive Skin/Subqaneo,$659.00,,,
100160,Removal Sutures Under Anes,$157.00,,,
100161,Removal Of Sutures,$141.00,,,
100162,Dressing Change Under Anes,$140.00,,,
100163,Remove Sacrum Pressure Sore,"$2,256.00",,,
100164,Burn Dressing/Debrid,$204.00,,,
100165,Tx Of Burn(S),$312.00,,,
100166,Destruc Premalig Les,1St Les,$164.00,,
100167,Destruc Premalig Les, 2-14 Les,$29.00,,
100168,Destruc Premalig Les, >15,$388.00,,
100169,Destruc Benign Les 1-14 Les,$226.00,,,
100170,Destruc Benign Les, >15 Les,$264.00,,
100171,Chem Caut Granulation Tiss,$137.00,,,
100172,Destruc Malig Les T/L/A <0.5cm,$207.00,,,
100173,Destrc, Malig  T/A/L 1.1-2 cm,$325.00,,
100174,Destrc, Malig Les S/H/F< 0.5cm,$280.00,,
100175,Cryotherapy Of Acne,$106.00,,,
100176,Aspiration Of Breast Cyst,$251.00,,,
100177,Mastotomy W Expl Deep,$983.00,,,
100178,Bx Breast 1St Les Stxctc,$270.00,,,
100179,Bx Breast Add Les Stxctc,$143.00,,,
100180,Bx Breast 1St Les Us Imag,$270.00,,,
100181,Bx Breast Add Les Us Imag,$143.00,,,
100182,Bx Breast 1St Les Mr Imag,$270.00,,,
100183,Bx Breast Add Les Mr Imag,$143.00,,,
100184,Bx Of Breast Perc Ndl Core wo,$300.00,,,
100185,Bx Of Breast Open Incisional,$696.00,,,
100186,Nipple Exploration Wwout Exc,"$1,076.00",,,
100187,Bilat Excis Of Cyst Benign,"$2,101.00",,,
100188,Excis Of Cyst Other Benign,"$1,051.00",,,
100189,Exc Of Breast Les Open Single,"$1,172.00",,,
100190,Exc Of Breast Les Each Addtl,$520.00,,,
100191,Exc Of Chest Wall Tumor W Rib,"$2,632.00",,,
100192,Perq Device Breast 1St Imag,$270.00,,,
100193,Perq Device Breast Ea Imag,$143.00,,,
100194,Perq Dev Breast 1St Stxctc,$270.00,,,
100195,Perq Dev Breast Add Stxctc,$143.00,,,
100196,Perq Dev Breast 1St Us Imag,$270.00,,,
100197,Perq Dev Breast Add Us Imag,$143.00,,,
100198,Perq Dev Breast 1St Mr Guide,$270.00,,,
100199,Perq Dev Breast Add Mr Guide,$143.00,,,
100200,Place Po Breast Cath For Rad,$517.00,,,
100201,Place Breast Cath For Rad,$243.00,,,
100202,Removal Of Breast Tissue,"$1,190.00",,,
100203,Mastectomy  Partial,"$1,350.00",,,
100204,Mastect Part W/Axillary Lymph,"$2,328.00",,,
100205,Mastectomy Simpl Complete,"$2,061.00",,,
100206,Bilat Mastectomy Simpl Complet,"$4,122.00",,,
100704,Exc Spurs Calcaneus,"$1,304.00",,,
100705,Exc Partbone Talus,"$1,478.00",,,
100706,Partical Excis Tarsalmet,"$1,627.00",,,
100707,Part Excis Phalax Toe,"$1,015.00",,,
100708,Condyletomy Phalangeal Ba,$866.00,,,
100709,Removal Of Ankle Bone,"$1,516.00",,,
100710,Removal Of Metatarsal,"$1,374.00",,,
100711,Hemiphalangectomy Jt Exci,$968.00,,,
100712,FB Removal Foot Subq,$512.00,,,
100713,Removal Of FB Foot Deep,"$1,006.00",,,
100714,Repair Tendon Flexor Foot,"$1,203.00",,,
100715,Repair Suture Foot Extens,"$1,032.00",,,
100716,Repair Toe Single Sep Pro,$802.00,,,
100717,Revision Of Foot Tendon,"$1,786.00",,,
100718,Hammer Toe Operat One Toe,"$1,102.00",,,
100719,Repair Ostectomy Partmet,"$1,345.00",,,
100720,Repair Hallux RiGIdus,"$1,771.00",,,
100721,Hallux Valgus Corr Simpl,"$1,483.00",,,
100722,Bilat Hallux Valgus Corr Wmeta,"$4,390.00",,,
100723,Hallux Valgus Corr Wmeta,"$2,195.00",,,
100724,Correction Of Bunion,"$2,062.00",,,
100725,Correction Of Bunion,"$1,791.00",,,
100726,Correction Of Bunion,"$2,253.00",,,
100727,Osteotomy Calcaneus,"$2,195.00",,,
100728,Osteotomy First Metat Cor,"$1,499.00",,,
100729,Osteotomymetarsal,"$1,189.00",,,
100730,Incision Of Metatarsals,"$2,250.00",,,
100731,Revision Of Toe,$927.00,,,
100732,Sesamoidectomy First Toe,"$1,133.00",,,
100733,Repair Metat Wwo Bone Gr,"$1,949.00",,,
100734,Tx Of Calaneal Fx wo Ma,$742.00,,,
100735,Tx Of Heel Fx,$974.00,,,
100736,Fx Calcaleal Open Wsoft,"$1,410.00",,,
100737,Fx Op Txm Calcaneal Fx,"$3,323.00",,,
100738,Fx Talus Closed wo Manip,$667.00,,,
100739,Bilat Op Tx Talus Fx Wwo Int,"$5,824.00",,,
100740,Op Tx Talus Fx Wwo Int,"$2,912.00",,,
100741,Osteochondral Talus Autogrft,"$2,973.00",,,
100742,Fx Tarsal Bone Cl wo Man,$622.00,,,
100743,Fx Tarsal Cl wo Manipula,$757.00,,,
100744,Optx Tarsal Bone Fx,"$1,701.00",,,
100745,Closed Tx Of Metatarsal Frac,$581.00,,,
100746,Fx Metatarsal Cl Wman  Pe,"$1,053.00",,,
100747,Tx Of Metatarsal Fx Clo,"$1,474.00",,,
100748,Fx Tx Closed Great Toe wo,$341.00,,,
100749,Perc Skel Fix Fx Gt; W Manip,"$1,040.00",,,
100750,Fx Great Toe Wwo Inter F,"$1,446.00",,,
100751,Fx Tx Closed wo Manipulatio,$303.00,,,
100752,Fx Phalanx Phalanges Clos,$382.00,,,
100753,Fx Phalanx Open Reduction,"$1,243.00",,,
100754,Disloc Talotarsal Clos,$967.00,,,
100755,Treat Foot Dislocation,"$1,342.00",,,
100756,Open Tx Tarsometatarsal Jt,"$2,069.00",,,
100757,Dislocation Metacarpal,$467.00,,,
100758,Per Skel Fix Met Jnt Dis M,$708.00,,,
100759,Open Tx Ip Jt Disloc Ww,"$1,402.00",,,
100760,Fusion Of Foot Bones,"$3,283.00",,,
100761,Fusion Of Foot Bones,"$2,651.00",,,
100762,Fusion Of Foot Bones,"$2,512.00",,,
100763,Fusion Of Foot Bones,"$2,676.00",,,
100764,Revision Of Foot Bones,"$1,672.00",,,
100765,Fusion Of Foot Bones,"$1,891.00",,,
100766,Arthrodesis Great Toe Met,"$2,081.00",,,
100767,Amputation Of Midfoot,"$1,568.00",,,
100768,Bilat Amputation Of Midfoot,"$3,135.00",,,
100348,Reinforce Humerus,"$2,464.00",,,
100349,Closed Tx Of Humeral Shaft,$891.00,,,
100350,Fx Hum Shaft Closed wo M,"$1,342.00",,,
100351,Fx Hum Shaft Op Tx Nt W,"$2,728.00",,,
100352,Optx Humeral Shaft Fx,"$2,816.00",,,
100353,Fx Supracondylar cmanipu,"$1,011.00",,,
100354,Fx Humeral Supracon Or Tr,"$1,777.00",,,
100355,Fx Hum Supratrans Cl Wp,"$2,438.00",,,
100356,Fx Op Tx Humer Supacon,"$2,702.00",,,
100357,Fx Hum Suptran W Inter C,"$3,474.00",,,
100358,Fx Hum Epicondylar Med Or,$775.00,,,
100359,Fx Epicond Clos Red Int F,"$2,263.00",,,
100360,Fx Clo Hum Condylar wo M,$846.00,,,
100361,Fx Condylar Med Lat Wwo In,"$2,674.00",,,
100362,Tx Disloc Elbow Open Or Fx,"$3,418.00",,,
100363,Disloc Closed Elbow wo A,$917.00,,,
100364,Tx Disloc Elbow Closed W Ane,"$1,168.00",,,
100365,Fx Prox Ulnadisl Radia H,"$3,078.00",,,
100366,Tx Of Elbow Dislocation,$335.00,,,
100367,Fx Rad Head Neck Cl wo M,$683.00,,,
100368,Clo Tret Radial Head Wma,"$1,181.00",,,
100369,Fx Rad Head Neck Opclo,"$1,770.00",,,
100370,Fx Radial Head Open W prosth,"$2,401.00",,,
100371,Fx Ulnar Cl Prox End Wma,$729.00,,,
100372,Bilat Fx Ulna Wmanipulation,"$2,491.00",,,
100373,Fx Ulna Wmanipulation,"$1,245.00",,,
100374,Fx Ulna Prox End Open Tx,"$2,132.00",,,
100375,Tendon Sheath Inc Radial,"$1,176.00",,,
100376,Incise Flexor Carpi Radialis,"$1,135.00",,,
100377,Decomp Fasciotomy Wrist,"$1,382.00",,,
100378,Id Forearm Deep Abschem,"$1,329.00",,,
100379,Bx Soft Tissue Of Forearmsupe,$481.00,,,
100380,Exc Mass Forearmwrist De,"$1,020.00",,,
100381,Exc Forearm Les Sc > 3 cm,"$1,314.00",,,
100382,Exc Forearm Tum Deep 3cm Or >,"$1,633.00",,,
100383,Exc Tumor Forearm Fwrist,$874.00,,,
100384,Exc Tumor Wristforearm D,"$1,421.00",,,
100385,Explore/Treat Wrist Joint,"$1,321.00",,,
100386,Exc Les Tend Sheath Forearm,"$1,020.00",,,
100387,Exc Ganglion Wrist,"$1,055.00",,,
100388,Excis Hand Finger Recurr,"$1,228.00",,,
100389,Remove Wrist Forearm Tndn Shth,"$2,178.00",,,
100390,Synovectomy Wrist Ext Ten,"$1,481.00",,,
100391,Radial Styloidectomy,"$1,345.00",,,
100392,Removal FB Wrist Forearm,"$1,216.00",,,
100393,Repair Tendon Forearm Wrist,"$2,227.00",,,
100394,Repair Tendonmuscleext,"$1,789.00",,,
100395,Repair Tendon Ext W Free Graf,"$2,084.00",,,
100396,Repair Forearm Tendon Sheath,"$1,859.00",,,
100397,Tenotomy Opflexext Tend,"$2,067.00",,,
100398,Tendon Transfer Forearm W,"$2,281.00",,,
100399,Transplant Forearm Tendon,"$2,067.00",,,
100400,Capsulorrhaphy Recon Wrist,"$2,793.00",,,
100401,Revise Wrist Joint,"$2,671.00",,,
100402,Osteoplasty Ulna Rad Short,"$2,563.00",,,
100403,Repair Radius Or Ulna,"$2,733.00",,,
100404,Repair Nonunion Radiusgr,"$3,235.00",,,
100405,Repair Nonun/Malun Rad Ulna W,"$2,965.00",,,
100406,Arthroplasty Intercarpal,"$2,562.00",,,
100407,Fx Radial Shaft wo Manip,$649.00,,,
100408,Fx Radial Shaft W Manipulation,"$1,259.00",,,
100409,Fx Radial Shaft Wwo Intext Fix,"$2,045.00",,,
100410,Fx Ulnar Shaft Closed wo Manip,$646.00,,,
100411,Fx Ulnar Shaft Closed W Manip,"$1,195.00",,,
100412,Fx Ulnar Shaft Ofcld Ww,"$1,967.00",,,
100413,Fx Radulna Shaft wo M,$733.00,,,
100414,Fx Radial Ulna Shaft Cl W/Manp,"$1,467.00",,,
100415,Fx Raduisulna Open W Int Fix,"$1,931.00",,,
100416,Fx Rad Ulna  Open W Int Fix,"$2,682.00",,,
100417,Fx Distal Radius wo Man,$761.00,,,
100987,Replace Aortic Valve Wcardio,"$6,406.00",,,
100988,Valvoplast Mitral Valve W Ring,"$7,270.00",,,
100989,Replace Mitral Valve W Cardiop,"$7,903.00",,,
100990,Cabg Vein Only; Single  Vein,"$4,417.00",,,
100991,Cabg 2 Vein Graft,"$4,807.00",,,
100992,Cabg 3 Vein Graft,"$5,048.00",,,
100993,Cabg 4 Vein Graft,"$5,393.00",,,
100994,Cabg Artery-Vein Single,$446.00,,,
100995,Cabg Artery-Vein 2,$887.00,,,
100996,Cabg Artery-Vein 3,"$1,194.00",,,
100997,Cabg Artery-Vein 4,"$1,507.00",,,
100998,Cabg Artery Single,"$4,709.00",,,
100999,Cabg Arterial 3,"$5,135.00",,,
101000,Repair Heart Septum Defect,"$5,354.00",,,
101001,Ascending Aorta Graft Wcpb,"$6,471.00",,,
101002,Asc Aorta Graft W/Aort Root,"$6,561.00",,,
101003,Transverse Aortic Arch Graft,"$6,762.00",,,
101004,Endovasc Taa Repr Incl Subcl,"$4,428.00",,,
101005,Endovasc Taa Repr W/O Subcl,"$3,564.00",,,
101006,Artery Transpose/Endovas Taa,"$1,878.00",,,
101007,Remove Lung Artery Emboli,"$4,350.00",,,
101008,Prepare Donor Heart/Lung,"$1,030.00",,,
101009,Ins Intraaortic Ballon Assis,$625.00,,,
101010,Rem  Intraaortic Balloon Assis,$83.00,,,
101011,Ins Intra-Aortic Ballon Pu,$877.00,,,
101012,Rem Of Intraaortic Balloon,"$1,614.00",,,
101013,Rem Intraortic Balloon Ast Dev,"$2,277.00",,,
101014,Insert Vad Artery Access,"$1,128.00",,,
101015,Remove Vad Different Session,$553.00,,,
101016,Unlsted Proc Cardiac Surgery,$993.00,,,
101017,Embolec/Thrombec W/wo,"$3,089.00",,,
101018,Embolec/Thrombec W/wo Cath,"$2,032.00",,,
101019,Thrombectomy Wwout Cath Radial,"$2,024.00",,,
101020,Removal Of Artery Clot,"$4,508.00",,,
101021,Thrombectomy Fempop Aorto,"$2,740.00",,,
101022,Thrombectomy Poptib,"$2,791.00",,,
101023,Removal Of Vein Clot,"$2,447.00",,,
101024,Endovas Aaa Repr W/2-P Part,$0.00,,,
101025,Endovas Aaa Repr W/3-P Part,"$4,038.00",,,
101026,Endovasc Abdo Repr W/Device,"$3,880.00",,,
101027,Endovasc Abd Repr W/Device(22),"$4,850.00",,,
101028,Bilat Fem Art Exp For Prosth,"$2,060.00",,,
101029,Unil Fem Art Exp For Prosth,"$1,030.00",,,
101030,Plc Prosth Aa Rep; Init Vessel,$0.00,,,
101031,Endovasc Exten Prosth Addl,$0.00,,,
101032,Endovasc Iliac Repr W/Graft,$0.00,,,
101033,Repair Of Aneurysm Pseudoaneur,"$3,305.00",,,
101034,Repair Defect Of Arm Artery,"$3,253.00",,,
101035,Repair Aneurysm Pseudo Or Ex,"$7,038.00",,,
101036,Repair Of Visceral Aneurysm,"$5,471.00",,,
101037,Rep Abd Aorta Aneurysm Inv,"$5,522.00",,,
101038,Repair Artery Rupture, Groin,"$6,869.00",,
101039,Repair Defect Of Artery,"$4,369.00",,,
101040,Repair Aneurysm Pseudoan,"$3,804.00",,,
101041,Repair Defect Of Artery,"$3,926.00",,,
101042,Repair Artery Upp Extremit,"$2,703.00",,,
101043,Rep Blood Ves Direct Hand Fin,"$3,079.00",,,
101044,Repair Blood Vessel Les,"$6,332.00",,,
101045,Repair Blood Vessel Les,"$4,531.00",,,
101046,Repair Blood Vessel Direct Le,"$2,803.00",,,
101047,Rep Bld Ves W Vein Graft; Ue,"$3,492.00",,,
101048,Rep Bld Vess W Vein Grft; Le,"$3,336.00",,,
100278,Fx Vertebral Open Tx,"$4,349.00",,,
100279,Remove Abdominal Wall Les,"$1,183.00",,,
100280,Exc Abd Tmr Deep 5cm Or >,"$2,766.00",,,
100281,Exc Abd Les Sc < 3 cm,"$1,832.00",,,
100282,Exc Abd Les Sc > 3 cm,"$1,867.00",,,
100283,Abdomen Surgery Procedure,"$1,126.00",,,
100284,Release Shldr Joint,"$2,740.00",,,
100285,I  D Deep Abscess Shldr,$877.00,,,
100286,Drain Shldr Bone Les,"$2,088.00",,,
100287,Arthrotomy Glenohumeral Jt Exp,"$2,200.00",,,
100288,Bx Shldr Tissues,$386.00,,,
100289,Exc Shldr Les Sc > 3 cm,"$1,282.00",,,
100290,Exc Shldr Tum Deep > 5 cm,"$2,092.00",,,
100291,Exc Soft Tissu Tumor Shoulde,$700.00,,,
100292,Exc Shoulder Tum Deep < 5 cm,"$1,427.00",,,
100293,Arthrotomy; Ghj W Jnt Expl,"$2,030.00",,,
100294,Claviculectomy Partial,"$1,629.00",,,
100295,Acromioplasty Or Acromion,"$1,862.00",,,
100296,Exc Bc/Bt Prox Humerus;,"$2,014.00",,,
100297,Removal Of FB Shldr,$647.00,,,
100298,Incision Of Tendon & Muscle,"$1,853.00",,,
100299,Rotator Cuff Repair Acute,"$2,787.00",,,
100300,Rotator Cuff Repair Acute,"$3,118.00",,,
100301,Repair Compl Shldr Cuff,"$3,255.00",,,
100302,Repair Rupture Long Tendo,"$2,305.00",,,
100303,Repair Shldr Capsule,"$3,325.00",,,
100304,Arthwproxhumeral Implt,"$3,608.00",,,
100305,Repair Arthr Prox Humer,"$4,864.00",,,
100306,Reinforce Shldr Bones,"$3,444.00",,,
100307,Fx Clavicular Closed wo,$554.00,,,
100308,Fx Tx Clavicle Wwo Intext,"$1,908.00",,,
100309,Cl Tx Sclav Disloc wo Manip,$654.00,,,
100310,Op Tx Aclav Disloc Acute/Chron,"$2,061.00",,,
100311,Treat Clavicle Dislocation,"$2,299.00",,,
100312,Fx Tx Scapular Closed Tx,$587.00,,,
100313,Fx Humeral Closed wo Man,$809.00,,,
100314,Fx Humerus Closed Wmanipu,"$1,237.00",,,
100315,Fx Humerus Sranat Neck Open,"$2,461.00",,,
100316,Fx Humerus Open Wwo Intext Fix,"$4,411.00",,,
100317,Cl Tx Gr Tuberosity Fx; wo Man,$709.00,,,
100318,Cl Tx Gr Tuberosity Fx; W Man,"$1,021.00",,,
100319,Fx Greater Hum Tuberosity Open,"$1,951.00",,,
100320,Disloc Shldr Clo Wman,$984.00,,,
100321,Disloc Shldr Fx Grt Hum Tu,"$1,040.00",,,
100322,Treat Dislocation/Fx,"$2,163.00",,,
100323,Treat Dislocation/Fx,"$2,296.00",,,
100324,Manip Wanesshldr Joint Incl A,$679.00,,,
100325,Fusion Of Shldr Joint,"$2,510.00",,,
100326,I  D Hematoma Elbow,$815.00,,,
100327,I&D Upper Arm Elbow Area Bursa,$681.00,,,
100328,Drain Arm/Elbow Bone Les,"$1,497.00",,,
100329,Arthrotomy Elbow W Capsul Exc,"$2,334.00",,,
100330,Bx Soft Tissue Upper Armelbow,$467.00,,,
100331,Exc Arm/Elbow Les Sc = 3 cm,"$1,146.00",,,
100332,Ex Arm/Elbow Tum Deep > 5 cm,"$1,919.00",,,
100333,Exc Arm/Elbow Les Sc < 3 cm,"$1,005.00",,,
100334,Exc Tumor Upper Arm Deep,"$1,351.00",,,
100335,Arthrotomy Elbow W Jt Exp,"$1,729.00",,,
100336,Exc Olecranon Bursa,"$1,062.00",,,
100337,Remove Humerus Les,"$1,712.00",,,
100338,Exc Bone Cyst Of Radius Or Ole,"$1,574.00",,,
100339,Remove Elbow Joint Implant,"$1,765.00",,,
100340,Remove Radius Head Implant,"$1,450.00",,,
100341,Removal FB Elbow Deep,"$1,467.00",,,
100342,Repair Musten Upper Arm Elbow,"$2,244.00",,,
100343,Repair Biceps Tendon Distal,"$2,623.00",,,
100344,Repr Elbow Lat Ligmnt W/Tiss,"$2,309.00",,,
100345,Repr Elbw Med Ligmnt W/Tissu,"$2,062.00",,,
100346,Tenotomy Elbow Lat Or Med,"$1,964.00",,,
100347,Revision Of Humerus,"$2,351.00",,,
100561,Partial Removal, Leg Bone(S),"$2,749.00",,
100562,Removal Of FB Deep,"$1,491.00",,,
100563,Sutureinfrapatellar Tend,"$2,032.00",,,
100564,Suture Quadricep Rupture,"$2,315.00",,,
100565,Repair Of Quad Muscle,"$2,818.00",,,
100566,Repair Torn Ligament,"$2,522.00",,,
100567,Repair Revision Cruciate,"$2,989.00",,,
100568,Osteochondral Knee Allograft,"$4,264.00",,,
100569,Ant Tib Tubplasty,"$3,111.00",,,
100570,Revision Of Unstable Kneecap,"$2,789.00",,,
100571,Reconstr Realignment,"$2,760.00",,,
100572,Lateral Retinacular Relea,"$1,883.00",,,
100573,Ligament Augm Reconstr Knee,"$2,853.00",,,
100574,Revision Of Knee Joint,"$2,992.00",,,
100575,Arthroplasty Knee W/Debrid,"$3,090.00",,,
100576,Revision Of Knee Joint,"$4,322.00",,,
100577,Total Knee Replacement,"$5,699.00",,,
100578,Bilat Rep Nonuni Femar W/Iliac,"$8,782.00",,,
100579,Rep Nonunion Femar With Iliac,"$4,391.00",,,
100580,Revision Arthroplasty,"$4,893.00",,,
100581,Revision Total Knee Athro,"$6,688.00",,,
100582,Removal Knee Prosthesis,"$3,769.00",,,
100583,Decompression Of Thigh/Knee,"$2,092.00",,,
100584,Fx Fem Shaft wo Man Wtr,"$1,568.00",,,
100585,Clos Tx Supacondylar Fs,"$1,622.00",,,
100586,Clo Tx Femoral Fx Wman,"$2,531.00",,,
100587,Fx Femor Shaft Open W Intramed,"$4,239.00",,,
100588,Op Tx Femor Shaft Wplt,"$3,282.00",,,
100589,Fx Fem Clo Distal End Med,"$1,346.00",,,
100590,Femur Fx Percut Skeletal,"$2,065.00",,,
100591,Fx Fem Distal End Medlat,"$2,170.00",,,
100592,Fx Femoral Condylar Open,"$3,373.00",,,
100593,Op Tx Femoral Supracondy,"$4,052.00",,,
100594,Fx Fem Distal End Medlat,"$3,618.00",,,
100595,Treat Thigh Fx Growth Plate,"$2,722.00",,,
100596,Fract Patellar Clwo Man,$839.00,,,
100597,Fx Patellar Clopen Treat,"$2,419.00",,,
100598,Fx Tib Plateau Cl wo Man,"$1,044.00",,,
100599,Fx Tibial Plat Unicondyl Open,"$2,822.00",,,
100600,Dislocation Knee W Anesth,"$1,488.00",,,
100601,Manipulation Knee Under A,$575.00,,,
100602,Amputation Thigh,"$2,529.00",,,
100603,Amputation Thigh Wfemur O,"$2,045.00",,,
100604,Decompression Of Lower Leg,"$1,330.00",,,
100605,Decompression Of Lower Leg,"$1,232.00",,,
100606,Fasciotomy Postcompdeco,"$1,600.00",,,
100607,Id Leg Ankle Deep Abs He,"$1,211.00",,,
100608,Incision Of Achilles Tendon,"$1,063.00",,,
100609,Incision Deep Leg Or Ankle,"$1,868.00",,,
100610,Arthrotomy C FB Removal,"$1,917.00",,,
100611,Bx Soft Tissue Of Lower Leg S,$459.00,,,
100612,Exc Tumor Legankle Area,"$1,096.00",,,
100613,Arthrotomy Ankle Wjt Exp,"$1,619.00",,,
100614,Arthrotomy Ankle Tenosyno,"$2,242.00",,,
100615,Exc Les Leg Ankle Tendon,"$1,273.00",,,
100616,Exc Leg/Ankle Les Sc  3+ cm,"$1,161.00",,,
100617,Exc Leg/Ankle Tum Deep >5 cm,"$1,892.00",,,
100618,Exc Curettbone Cystben,"$1,965.00",,,
100619,Remove/Graft Leg Bone Les,"$2,486.00",,,
100620,Achilles Tendon Repair,"$2,237.00",,,
100621,Repair Achilles Tendon Re,"$2,300.00",,,
100622,Rep Flexor Tendonleg Prwo Gr,"$1,294.00",,,
100623,Repair Of Leg Tendon, Each,"$1,478.00",,
100489,Disloc Carpom Open Tx,"$1,896.00",,,
100490,Dislocation Metacarpophal,"$1,710.00",,,
100491,Fx Tx Finger Closed wo Man,$495.00,,,
100492,Fx Shaft Phalangeal Cl W,$866.00,,,
100493,Fx Phalangeal Unstable Tr,"$1,469.00",,,
100494,Open Tx Fx Phalangeal Sh,"$1,670.00",,,
100495,Fx Articular Clos womame,$600.00,,,
100496,Fx Articular Metacarprox,$964.00,,,
100497,Fx Open Tx Articular Met,"$2,000.00",,,
100498,Fx Fingerthumb wo Manip Cl,$448.00,,,
100499,Fx Distal Phal,$755.00,,,
100500,Cl Reduction W Pinning,"$1,213.00",,,
100501,Fx Thumb Proximal Phalanx,"$1,258.00",,,
100502,Disloc Interphalange Wma,$649.00,,,
100503,Dislc Interphal Wanesth,$809.00,,,
100504,Interphalangeal Joint Dis,"$1,327.00",,,
100505,Arthrodesis Carpometacarp,"$2,145.00",,,
100506,Arthrodesis Metacarpophal,"$1,849.00",,,
100507,Arthrodesis Add Interph,$527.00,,,
100508,Amputation Fing Thum Pri,"$2,091.00",,,
100509,Amputation Of Finger,"$1,728.00",,,
100510,Amputation Finger Thumb,"$2,021.00",,,
100511,Incis Pelvic Hip Area Abs,"$1,612.00",,,
100512,Drainage Of Pelvis Bursa,"$2,472.00",,,
100513,Arthromtomy Hipinfec Wdr,"$2,742.00",,,
100514,Arthrotomy Hip Removlbo,"$2,716.00",,,
100515,Bx Soft Tissue Pel Hip De,"$1,472.00",,,
100516,Exc Hip Pelvis Les Sc > 3 cm,"$1,711.00",,,
